ObservationDate,Country.Region,Confirmed,Deaths,Recovered,
3/23/20,Kazakhstan,62,0,0,
3/24/20,Kazakhstan,72,0,0,
3/25/20,Kazakhstan,81,0,0,
3/26/20,Kazakhstan,111,1,2,
3/27/20,Kazakhstan,150,1,3,
3/28/20,Kazakhstan,228,1,16,
3/29/20,Kazakhstan,284,1,20,
3/30/20,Kazakhstan,302,1,21,
3/31/20,Kazakhstan,343,2,24,
4/1/20,Kazakhstan,380,3,26,
4/2/20,Kazakhstan,435,3,27,
4/3/20,Kazakhstan,464,6,29,
4/4/20,Kazakhstan,531,5,36,
4/5/20,Kazakhstan,584,6,42,
4/6/20,Kazakhstan,662,6,46,
4/7/20,Kazakhstan,697,6,51,
4/8/20,Kazakhstan,727,7,54,
4/9/20,Kazakhstan,781,8,60,
4/10/20,Kazakhstan,812,10,64,
4/11/20,Kazakhstan,865,10,81,
4/12/20,Kazakhstan,951,10,99,
4/13/20,Kazakhstan,1091,12,138,
4/14/20,Kazakhstan,1232,14,203,
4/15/20,Kazakhstan,1295,16,240,
4/16/20,Kazakhstan,1402,17,277,
4/17/20,Kazakhstan,1546,17,347,
4/18/20,Kazakhstan,1615,17,377,
4/19/20,Kazakhstan,1676,17,400,
4/20/20,Kazakhstan,1852,19,447,
4/21/20,Kazakhstan,1995,19,489,
3/13/20,Kenya,1,0,0,
3/14/20,Kenya,1,0,0,
3/15/20,Kenya,3,0,0,
3/16/20,Kenya,3,0,0,
3/17/20,Kenya,3,0,0,
3/18/20,Kenya,3,0,0,
3/19/20,Kenya,7,0,0,
3/20/20,Kenya,7,0,0,
3/21/20,Kenya,7,0,0,
3/22/20,Kenya,15,0,0,
3/23/20,Kenya,16,0,0,
3/24/20,Kenya,25,0,0,
3/25/20,Kenya,28,0,1,
3/26/20,Kenya,31,1,1,
3/27/20,Kenya,31,1,1,
3/28/20,Kenya,38,1,1,
3/29/20,Kenya,42,1,1,
3/30/20,Kenya,50,1,1,
3/31/20,Kenya,59,1,1,
4/1/20,Kenya,81,1,3,
4/2/20,Kenya,110,3,4,
4/3/20,Kenya,122,4,4,
4/4/20,Kenya,126,4,4,
4/5/20,Kenya,142,4,4,
4/6/20,Kenya,158,6,4,
4/7/20,Kenya,172,6,7,
4/8/20,Kenya,179,6,9,
4/9/20,Kenya,184,7,12,
4/10/20,Kenya,189,7,22,
4/11/20,Kenya,191,7,24,
4/12/20,Kenya,197,8,25,
4/13/20,Kenya,208,9,40,
4/14/20,Kenya,216,9,41,
4/15/20,Kenya,225,10,53,
4/16/20,Kenya,234,11,53,
4/17/20,Kenya,246,11,53,
4/18/20,Kenya,262,12,60,
4/19/20,Kenya,270,14,67,
4/20/20,Kenya,281,14,69,
4/21/20,Kenya,296,14,74,
3/15/20,Kosovo,2,0,0,
3/16/20,Kosovo,2,0,0,
3/17/20,Kosovo,2,0,0,
3/18/20,Kosovo,2,0,0,
3/19/20,Kosovo,2,0,0,
3/20/20,Kosovo,2,0,0,
3/21/20,Kosovo,2,0,0,
3/26/20,Kosovo,71,1,0,
3/27/20,Kosovo,86,1,1,
3/28/20,Kosovo,91,1,1,
3/29/20,Kosovo,94,1,1,
3/30/20,Kosovo,94,1,1,
3/31/20,Kosovo,112,1,6,
4/1/20,Kosovo,125,1,10,
4/2/20,Kosovo,125,1,10,
4/3/20,Kosovo,126,1,10,
4/4/20,Kosovo,135,1,16,
4/5/20,Kosovo,145,1,23,
4/6/20,Kosovo,145,1,23,
4/7/20,Kosovo,170,4,24,
4/8/20,Kosovo,184,5,30,
4/9/20,Kosovo,184,5,30,
4/10/20,Kosovo,250,7,52,
4/11/20,Kosovo,283,7,58,
4/12/20,Kosovo,283,7,58,
4/13/20,Kosovo,283,7,58,
4/14/20,Kosovo,387,8,66,
4/15/20,Kosovo,387,8,66,
4/16/20,Kosovo,449,11,79,
4/17/20,Kosovo,480,12,84,
4/18/20,Kosovo,510,12,93,
4/19/20,Kosovo,510,12,93,
4/20/20,Kosovo,510,12,93,
4/21/20,Kosovo,510,12,93,
2/24/20,Kuwait,1,0,0,
2/25/20,Kuwait,11,0,0,
2/26/20,Kuwait,26,0,0,
2/27/20,Kuwait,43,0,0,
2/28/20,Kuwait,45,0,0,
2/29/20,Kuwait,45,0,0,
3/1/20,Kuwait,45,0,0,
3/2/20,Kuwait,56,0,0,
3/3/20,Kuwait,56,0,0,
3/4/20,Kuwait,56,0,0,
3/5/20,Kuwait,58,0,0,
3/6/20,Kuwait,58,0,0,
3/7/20,Kuwait,61,0,0,
3/8/20,Kuwait,64,0,1,
3/9/20,Kuwait,64,0,1,
3/10/20,Kuwait,69,0,1,
3/11/20,Kuwait,72,0,2,
3/12/20,Kuwait,80,0,5,
3/13/20,Kuwait,80,0,5,
3/14/20,Kuwait,104,0,5,
3/15/20,Kuwait,112,0,5,
3/16/20,Kuwait,123,0,9,
3/17/20,Kuwait,130,0,9,
3/18/20,Kuwait,142,0,15,
3/19/20,Kuwait,148,0,18,
3/20/20,Kuwait,159,0,18,
3/21/20,Kuwait,176,0,27,
3/22/20,Kuwait,188,0,30,
3/23/20,Kuwait,189,0,30,
3/24/20,Kuwait,191,0,39,
3/25/20,Kuwait,195,0,43,
3/26/20,Kuwait,208,0,49,
3/27/20,Kuwait,225,0,57,
3/28/20,Kuwait,235,0,64,
3/29/20,Kuwait,255,0,67,
3/30/20,Kuwait,266,0,72,
3/31/20,Kuwait,289,0,73,
4/1/20,Kuwait,317,0,80,
4/2/20,Kuwait,342,0,81,
4/3/20,Kuwait,417,0,82,
4/4/20,Kuwait,479,1,93,
4/5/20,Kuwait,556,1,99,
4/6/20,Kuwait,665,1,103,
4/7/20,Kuwait,743,1,105,
4/8/20,Kuwait,855,1,111,
4/9/20,Kuwait,910,1,111,
4/10/20,Kuwait,993,1,123,
4/11/20,Kuwait,1154,1,133,
4/12/20,Kuwait,1234,1,142,
4/13/20,Kuwait,1300,2,150,
4/14/20,Kuwait,1355,3,176,
4/15/20,Kuwait,1405,3,206,
4/16/20,Kuwait,1524,3,225,
4/17/20,Kuwait,1658,5,258,
4/18/20,Kuwait,1751,6,280,
4/19/20,Kuwait,1915,7,305,
4/20/20,Kuwait,1995,9,367,
4/21/20,Kuwait,2080,11,412,
3/18/20,Kyrgyzstan,3,0,0,
3/19/20,Kyrgyzstan,3,0,0,
3/20/20,Kyrgyzstan,6,0,0,
3/21/20,Kyrgyzstan,14,0,0,
3/22/20,Kyrgyzstan,14,0,0,
3/23/20,Kyrgyzstan,16,0,0,
3/24/20,Kyrgyzstan,42,0,0,
3/25/20,Kyrgyzstan,44,0,0,
3/26/20,Kyrgyzstan,44,0,0,
3/27/20,Kyrgyzstan,58,0,0,
3/28/20,Kyrgyzstan,58,0,0,
3/29/20,Kyrgyzstan,84,0,0,
3/30/20,Kyrgyzstan,94,0,3,
3/31/20,Kyrgyzstan,107,0,3,
4/1/20,Kyrgyzstan,111,0,3,
4/2/20,Kyrgyzstan,116,0,5,
4/3/20,Kyrgyzstan,130,1,6,
4/4/20,Kyrgyzstan,144,1,9,
4/5/20,Kyrgyzstan,147,1,9,
4/6/20,Kyrgyzstan,216,4,33,
4/7/20,Kyrgyzstan,228,4,33,
4/8/20,Kyrgyzstan,270,4,33,
4/9/20,Kyrgyzstan,280,4,35,
4/10/20,Kyrgyzstan,298,5,35,
4/11/20,Kyrgyzstan,339,5,44,
4/12/20,Kyrgyzstan,377,5,54,
4/13/20,Kyrgyzstan,419,5,67,
4/14/20,Kyrgyzstan,430,5,71,
4/15/20,Kyrgyzstan,449,5,78,
4/16/20,Kyrgyzstan,466,5,91,
4/17/20,Kyrgyzstan,489,5,114,
4/18/20,Kyrgyzstan,506,5,130,
4/19/20,Kyrgyzstan,554,5,133,
4/20/20,Kyrgyzstan,568,7,201,
4/21/20,Kyrgyzstan,590,7,216,
3/24/20,Laos,2,0,0,
3/25/20,Laos,3,0,0,
3/26/20,Laos,6,0,0,
3/27/20,Laos,6,0,0,
3/28/20,Laos,8,0,0,
3/29/20,Laos,8,0,0,
3/30/20,Laos,8,0,0,
3/31/20,Laos,9,0,0,
4/1/20,Laos,10,0,0,
4/2/20,Laos,10,0,0,
4/3/20,Laos,10,0,0,
4/4/20,Laos,10,0,0,
4/5/20,Laos,11,0,0,
4/6/20,Laos,12,0,0,
4/7/20,Laos,14,0,0,
4/8/20,Laos,15,0,0,
4/9/20,Laos,16,0,0,
4/10/20,Laos,16,0,0,
4/11/20,Laos,18,0,0,
4/12/20,Laos,19,0,0,
4/13/20,Laos,19,0,0,
4/14/20,Laos,19,0,1,
4/15/20,Laos,19,0,1,
4/16/20,Laos,19,0,2,
4/17/20,Laos,19,0,2,
4/18/20,Laos,19,0,2,
4/19/20,Laos,19,0,2,
4/20/20,Laos,19,0,2,
4/21/20,Laos,19,0,2,
3/2/20,Latvia,1,0,0,
3/3/20,Latvia,1,0,0,
3/4/20,Latvia,1,0,0,
3/5/20,Latvia,1,0,0,
3/6/20,Latvia,1,0,0,
3/7/20,Latvia,1,0,0,
3/8/20,Latvia,2,0,0,
3/9/20,Latvia,6,0,0,
3/10/20,Latvia,8,0,1,
3/11/20,Latvia,10,0,1,
3/12/20,Latvia,10,0,1,
3/13/20,Latvia,17,0,1,
3/14/20,Latvia,26,0,1,
3/15/20,Latvia,30,0,1,
3/16/20,Latvia,34,0,1,
3/17/20,Latvia,49,0,1,
3/18/20,Latvia,71,0,1,
3/19/20,Latvia,86,0,1,
3/20/20,Latvia,111,0,1,
3/21/20,Latvia,124,0,1,
3/22/20,Latvia,139,0,1,
3/23/20,Latvia,180,0,1,
3/24/20,Latvia,197,0,1,
3/25/20,Latvia,221,0,1,
3/26/20,Latvia,244,0,1,
3/27/20,Latvia,280,0,1,
3/28/20,Latvia,305,0,1,
3/29/20,Latvia,347,0,1,
3/30/20,Latvia,376,0,1,
3/31/20,Latvia,398,0,1,
4/1/20,Latvia,446,0,1,
4/2/20,Latvia,458,0,31,
4/3/20,Latvia,493,1,1,
4/4/20,Latvia,509,1,1,
4/5/20,Latvia,533,1,1,
4/6/20,Latvia,542,1,16,
4/7/20,Latvia,548,2,16,
4/8/20,Latvia,577,2,16,
4/9/20,Latvia,589,3,16,
4/10/20,Latvia,612,3,16,
4/11/20,Latvia,630,3,16,
4/12/20,Latvia,651,5,16,
4/13/20,Latvia,655,5,16,
4/14/20,Latvia,657,5,16,
4/15/20,Latvia,666,5,44,
4/16/20,Latvia,675,5,57,
4/17/20,Latvia,682,5,88,
4/18/20,Latvia,712,5,88,
4/19/20,Latvia,727,5,88,
4/20/20,Latvia,739,5,88,
4/21/20,Latvia,748,9,133,
2/21/20,Lebanon,1,0,0,
2/22/20,Lebanon,1,0,0,
2/23/20,Lebanon,1,0,0,
2/24/20,Lebanon,1,0,0,
2/25/20,Lebanon,1,0,0,
2/26/20,Lebanon,2,0,0,
2/27/20,Lebanon,2,0,0,
2/28/20,Lebanon,2,0,0,
2/29/20,Lebanon,4,0,0,
3/1/20,Lebanon,10,0,0,
3/2/20,Lebanon,13,0,0,
3/3/20,Lebanon,13,0,0,
3/4/20,Lebanon,13,0,1,
3/5/20,Lebanon,16,0,1,
3/6/20,Lebanon,22,0,1,
3/7/20,Lebanon,22,0,1,
3/8/20,Lebanon,32,0,1,
3/9/20,Lebanon,32,0,1,
3/10/20,Lebanon,41,1,1,
3/11/20,Lebanon,61,3,1,
3/12/20,Lebanon,61,3,1,
3/13/20,Lebanon,77,3,1,
3/14/20,Lebanon,93,3,1,
3/15/20,Lebanon,110,3,1,
3/16/20,Lebanon,99,3,1,
3/17/20,Lebanon,120,3,3,
3/18/20,Lebanon,133,3,3,
3/19/20,Lebanon,157,4,4,
3/20/20,Lebanon,163,4,4,
3/21/20,Lebanon,187,4,4,
3/22/20,Lebanon,248,4,8,
3/23/20,Lebanon,267,4,8,
3/24/20,Lebanon,318,4,8,
3/25/20,Lebanon,333,6,20,
3/26/20,Lebanon,368,6,23,
3/27/20,Lebanon,391,8,27,
3/28/20,Lebanon,412,8,30,
3/29/20,Lebanon,438,10,30,
3/30/20,Lebanon,446,11,35,
3/31/20,Lebanon,470,12,37,
4/1/20,Lebanon,479,14,43,
4/2/20,Lebanon,494,16,46,
4/3/20,Lebanon,508,17,50,
4/4/20,Lebanon,520,17,54,
4/5/20,Lebanon,527,18,54,
4/6/20,Lebanon,541,19,60,
4/7/20,Lebanon,548,19,62,
4/8/20,Lebanon,576,19,62,
4/9/20,Lebanon,582,19,67,
4/10/20,Lebanon,609,20,76,
4/11/20,Lebanon,619,20,77,
4/12/20,Lebanon,630,20,80,
4/13/20,Lebanon,632,20,80,
4/14/20,Lebanon,641,21,80,
4/15/20,Lebanon,658,21,85,
4/16/20,Lebanon,663,21,86,
4/17/20,Lebanon,668,21,86,
4/18/20,Lebanon,672,21,99,
4/19/20,Lebanon,673,21,102,
4/20/20,Lebanon,677,21,103,
4/21/20,Lebanon,677,21,108,
3/16/20,Liberia,1,0,0,
3/17/20,Liberia,1,0,0,
3/18/20,Liberia,2,0,0,
3/19/20,Liberia,2,0,0,
3/20/20,Liberia,2,0,0,
3/21/20,Liberia,3,0,0,
3/22/20,Liberia,3,0,0,
3/23/20,Liberia,3,0,0,
3/24/20,Liberia,3,0,0,
3/25/20,Liberia,3,0,0,
3/26/20,Liberia,3,0,0,
3/27/20,Liberia,3,0,0,
3/28/20,Liberia,3,0,0,
3/29/20,Liberia,3,0,0,
3/30/20,Liberia,3,0,0,
3/31/20,Liberia,3,0,0,
4/1/20,Liberia,6,0,0,
4/2/20,Liberia,6,0,0,
4/3/20,Liberia,7,0,0,
4/4/20,Liberia,10,1,3,
4/5/20,Liberia,13,3,3,
4/6/20,Liberia,14,3,3,
4/7/20,Liberia,14,3,3,
4/8/20,Liberia,31,4,3,
4/9/20,Liberia,31,4,3,
4/10/20,Liberia,37,5,3,
4/11/20,Liberia,48,5,3,
4/12/20,Liberia,50,5,3,
4/13/20,Liberia,59,6,4,
4/14/20,Liberia,59,6,4,
4/15/20,Liberia,59,6,4,
4/16/20,Liberia,59,6,4,
4/17/20,Liberia,76,7,7,
4/18/20,Liberia,76,7,7,
4/19/20,Liberia,91,8,7,
4/20/20,Liberia,99,8,7,
4/21/20,Liberia,101,8,7,
3/24/20,Libya,1,0,0,
3/25/20,Libya,1,0,0,
3/26/20,Libya,1,0,0,
3/27/20,Libya,1,0,0,
3/28/20,Libya,3,0,0,
3/29/20,Libya,8,0,0,
3/30/20,Libya,8,0,0,
3/31/20,Libya,10,0,1,
4/1/20,Libya,10,0,0,
4/2/20,Libya,11,1,0,
4/3/20,Libya,11,1,0,
4/4/20,Libya,18,1,0,
4/5/20,Libya,18,1,0,
4/6/20,Libya,19,1,1,
4/7/20,Libya,20,1,1,
4/8/20,Libya,21,1,8,
4/9/20,Libya,24,1,8,
4/10/20,Libya,24,1,8,
4/11/20,Libya,24,1,8,
4/12/20,Libya,25,1,9,
4/13/20,Libya,26,1,9,
4/14/20,Libya,35,1,9,
4/15/20,Libya,48,1,9,
4/16/20,Libya,49,1,11,
4/17/20,Libya,49,1,11,
4/18/20,Libya,49,1,11,
4/19/20,Libya,51,1,11,
4/20/20,Libya,51,1,15,
4/21/20,Libya,51,1,15,
3/4/20,Liechtenstein,1,0,0,
3/5/20,Liechtenstein,1,0,0,
3/6/20,Liechtenstein,1,0,0,
3/7/20,Liechtenstein,1,0,0,
3/8/20,Liechtenstein,1,0,0,
3/9/20,Liechtenstein,1,0,0,
3/10/20,Liechtenstein,1,0,0,
3/11/20,Liechtenstein,1,0,0,
3/12/20,Liechtenstein,1,0,0,
3/13/20,Liechtenstein,1,0,0,
3/14/20,Liechtenstein,4,0,0,
3/15/20,Liechtenstein,4,0,0,
3/16/20,Liechtenstein,4,0,0,
3/17/20,Liechtenstein,7,0,0,
3/18/20,Liechtenstein,28,0,0,
3/19/20,Liechtenstein,28,0,0,
3/20/20,Liechtenstein,28,0,0,
3/21/20,Liechtenstein,37,0,0,
3/22/20,Liechtenstein,37,0,0,
3/23/20,Liechtenstein,51,0,0,
3/24/20,Liechtenstein,51,0,0,
3/25/20,Liechtenstein,51,0,0,
3/26/20,Liechtenstein,56,0,0,
3/27/20,Liechtenstein,56,0,0,
3/28/20,Liechtenstein,56,0,0,
3/29/20,Liechtenstein,56,0,0,
3/30/20,Liechtenstein,62,0,0,
3/31/20,Liechtenstein,68,0,0,
4/1/20,Liechtenstein,68,0,0,
4/2/20,Liechtenstein,75,0,0,
4/3/20,Liechtenstein,75,0,0,
4/4/20,Liechtenstein,77,1,0,
4/5/20,Liechtenstein,77,1,0,
4/6/20,Liechtenstein,77,1,55,
4/7/20,Liechtenstein,78,1,55,
4/8/20,Liechtenstein,78,1,55,
4/9/20,Liechtenstein,78,1,55,
4/10/20,Liechtenstein,79,1,55,
4/11/20,Liechtenstein,79,1,55,
4/12/20,Liechtenstein,79,1,55,
4/13/20,Liechtenstein,79,1,55,
4/14/20,Liechtenstein,79,1,55,
4/15/20,Liechtenstein,79,1,55,
4/16/20,Liechtenstein,79,1,55,
4/17/20,Liechtenstein,79,1,55,
4/18/20,Liechtenstein,79,1,55,
4/19/20,Liechtenstein,81,1,55,
4/20/20,Liechtenstein,81,1,55,
4/21/20,Liechtenstein,81,1,55,
2/28/20,Lithuania,1,0,0,
2/29/20,Lithuania,1,0,0,
3/1/20,Lithuania,1,0,0,
3/2/20,Lithuania,1,0,0,
3/3/20,Lithuania,1,0,0,
3/4/20,Lithuania,1,0,0,
3/5/20,Lithuania,1,0,0,
3/6/20,Lithuania,1,0,0,
3/7/20,Lithuania,1,0,0,
3/8/20,Lithuania,1,0,0,
3/9/20,Lithuania,1,0,0,
3/10/20,Lithuania,1,0,0,
3/11/20,Lithuania,3,0,0,
3/12/20,Lithuania,3,0,0,
3/13/20,Lithuania,6,0,0,
3/14/20,Lithuania,8,0,0,
3/15/20,Lithuania,12,0,1,
3/16/20,Lithuania,17,0,1,
3/17/20,Lithuania,25,0,1,
3/18/20,Lithuania,27,0,1,
3/19/20,Lithuania,36,0,1,
3/20/20,Lithuania,49,0,1,
3/21/20,Lithuania,83,1,1,
3/22/20,Lithuania,129,1,1,
3/23/20,Lithuania,179,1,1,
3/24/20,Lithuania,209,2,1,
3/25/20,Lithuania,274,4,1,
3/26/20,Lithuania,299,4,1,
3/27/20,Lithuania,358,5,1,
3/28/20,Lithuania,394,7,1,
3/29/20,Lithuania,460,7,1,
3/30/20,Lithuania,491,7,7,
3/31/20,Lithuania,537,8,7,
4/1/20,Lithuania,581,8,7,
4/2/20,Lithuania,649,9,7,
4/3/20,Lithuania,696,9,7,
4/4/20,Lithuania,771,11,7,
4/5/20,Lithuania,811,13,7,
4/6/20,Lithuania,843,15,8,
4/7/20,Lithuania,880,15,8,
4/8/20,Lithuania,912,15,8,
4/9/20,Lithuania,955,16,8,
4/10/20,Lithuania,999,22,54,
4/11/20,Lithuania,1026,23,54,
4/12/20,Lithuania,1053,23,97,
4/13/20,Lithuania,1062,24,101,
4/14/20,Lithuania,1070,29,101,
4/15/20,Lithuania,1091,30,138,
4/16/20,Lithuania,1128,32,178,
4/17/20,Lithuania,1149,33,210,
4/18/20,Lithuania,1239,33,228,
4/19/20,Lithuania,1298,35,242,
4/20/20,Lithuania,1326,37,242,
4/21/20,Lithuania,1350,38,298,
2/29/20,Luxembourg,1,0,0,
3/1/20,Luxembourg,1,0,0,
3/2/20,Luxembourg,1,0,0,
3/3/20,Luxembourg,1,0,0,
3/4/20,Luxembourg,1,0,0,
3/5/20,Luxembourg,1,0,0,
3/6/20,Luxembourg,2,0,0,
3/7/20,Luxembourg,2,0,0,
3/8/20,Luxembourg,3,0,0,
3/9/20,Luxembourg,3,0,0,
3/10/20,Luxembourg,5,0,0,
3/11/20,Luxembourg,7,0,0,
3/12/20,Luxembourg,19,0,0,
3/13/20,Luxembourg,34,0,0,
3/14/20,Luxembourg,51,1,0,
3/15/20,Luxembourg,59,1,0,
3/16/20,Luxembourg,77,1,0,
3/17/20,Luxembourg,140,1,0,
3/18/20,Luxembourg,203,2,0,
3/19/20,Luxembourg,335,4,0,
3/20/20,Luxembourg,484,4,0,
3/21/20,Luxembourg,670,8,0,
3/22/20,Luxembourg,798,8,6,
3/23/20,Luxembourg,875,8,6,
3/24/20,Luxembourg,1099,8,6,
3/25/20,Luxembourg,1333,8,6,
3/26/20,Luxembourg,1453,9,6,
3/27/20,Luxembourg,1605,15,40,
3/28/20,Luxembourg,1831,18,40,
3/29/20,Luxembourg,1950,21,40,
3/30/20,Luxembourg,1988,22,40,
3/31/20,Luxembourg,2178,23,80,
4/1/20,Luxembourg,2319,29,80,
4/2/20,Luxembourg,2487,30,80,
4/3/20,Luxembourg,2612,31,500,
4/4/20,Luxembourg,2729,31,500,
4/5/20,Luxembourg,2804,36,500,
4/6/20,Luxembourg,2843,41,500,
4/7/20,Luxembourg,2970,44,500,
4/8/20,Luxembourg,3034,46,500,
4/9/20,Luxembourg,3115,52,500,
4/10/20,Luxembourg,3223,54,500,
4/11/20,Luxembourg,3270,62,500,
4/12/20,Luxembourg,3281,66,500,
4/13/20,Luxembourg,3292,69,500,
4/14/20,Luxembourg,3307,67,500,
4/15/20,Luxembourg,3373,69,526,
4/16/20,Luxembourg,3444,69,552,
4/17/20,Luxembourg,3480,72,579,
4/18/20,Luxembourg,3537,72,601,
4/19/20,Luxembourg,3550,73,627,
4/20/20,Luxembourg,3558,75,637,
4/21/20,Luxembourg,3618,78,670,
1/22/20,Macau,1,0,0,
1/23/20,Macau,2,0,0,
1/24/20,Macau,2,0,0,
1/25/20,Macau,2,0,0,
1/26/20,Macau,5,0,0,
1/27/20,Macau,6,0,0,
1/28/20,Macau,7,0,0,
1/29/20,Macau,7,0,0,
1/30/20,Macau,7,0,0,
1/31/20,Macau,7,0,0,
2/1/20,Macau,7,0,0,
2/2/20,Macau,8,0,0,
2/3/20,Macau,8,0,0,
2/4/20,Macau,10,0,0,
2/5/20,Macau,10,0,0,
2/6/20,Macau,10,0,1,
2/7/20,Macau,10,0,1,
2/8/20,Macau,10,0,1,
2/9/20,Macau,10,0,1,
2/10/20,Macau,10,0,1,
2/11/20,Macau,10,0,1,
2/12/20,Macau,10,0,2,
2/13/20,Macau,10,0,3,
2/14/20,Macau,10,0,3,
2/15/20,Macau,10,0,3,
2/16/20,Macau,10,0,5,
2/17/20,Macau,10,0,5,
2/18/20,Macau,10,0,5,
2/19/20,Macau,10,0,5,
2/20/20,Macau,10,0,6,
2/21/20,Macau,10,0,6,
2/22/20,Macau,10,0,6,
2/23/20,Macau,10,0,6,
2/24/20,Macau,10,0,6,
2/25/20,Macau,10,0,7,
2/26/20,Macau,10,0,7,
2/27/20,Macau,10,0,8,
2/28/20,Macau,10,0,8,
2/29/20,Macau,10,0,8,
3/1/20,Macau,10,0,8,
3/2/20,Macau,10,0,8,
3/3/20,Macau,10,0,9,
3/4/20,Macau,10,0,9,
3/5/20,Macau,10,0,9,
3/6/20,Macau,10,0,10,
3/7/20,Macau,10,0,10,
3/8/20,Macau,10,0,10,
3/9/20,Macau,10,0,10,
3/10/20,Macau,10,0,10,
3/11/20,Macau,10,0,10,
3/12/20,Macau,10,0,10,
3/13/20,Macau,10,0,10,
3/14/20,Macau,10,0,10,
3/15/20,Macau,10,0,10,
3/16/20,Macau,11,0,10,
3/17/20,Macau,12,0,10,
3/18/20,Macau,15,0,10,
3/19/20,Macau,17,0,10,
3/20/20,Macau,17,0,10,
3/21/20,Macau,18,0,10,
3/22/20,Macau,20,0,10,
3/23/20,Macau,24,0,10,
3/24/20,Macau,25,0,10,
3/25/20,Macau,30,0,10,
3/26/20,Macau,31,0,10,
3/27/20,Macau,33,0,10,
3/28/20,Macau,37,0,10,
3/29/20,Macau,37,0,10,
3/30/20,Macau,38,0,10,
3/31/20,Macau,41,0,10,
4/1/20,Macau,41,0,10,
4/2/20,Macau,41,0,10,
4/3/20,Macau,43,0,10,
4/4/20,Macau,43,0,10,
4/5/20,Macau,44,0,10,
4/6/20,Macau,44,0,10,
4/7/20,Macau,44,0,10,
4/8/20,Macau,45,0,10,
4/9/20,Macau,45,0,10,
4/10/20,Macau,45,0,10,
4/11/20,Macau,45,0,10,
4/12/20,Macau,45,0,13,
4/13/20,Macau,45,0,13,
4/14/20,Macau,45,0,13,
4/15/20,Macau,45,0,16,
4/16/20,Macau,45,0,16,
4/17/20,Macau,45,0,16,
4/18/20,Macau,45,0,17,
4/19/20,Macau,45,0,20,
4/20/20,Macau,45,0,22,
4/21/20,Macau,45,0,24,
3/20/20,Madagascar,3,0,0,
3/21/20,Madagascar,3,0,0,
3/22/20,Madagascar,3,0,0,
3/23/20,Madagascar,12,0,0,
3/24/20,Madagascar,17,0,0,
3/25/20,Madagascar,19,0,0,
3/26/20,Madagascar,23,0,0,
3/27/20,Madagascar,26,0,0,
3/28/20,Madagascar,26,0,0,
3/29/20,Madagascar,39,0,0,
3/30/20,Madagascar,43,0,0,
3/31/20,Madagascar,57,0,0,
4/1/20,Madagascar,57,0,0,
4/2/20,Madagascar,59,0,0,
4/3/20,Madagascar,70,0,0,
4/4/20,Madagascar,70,0,0,
4/5/20,Madagascar,72,0,2,
4/6/20,Madagascar,82,0,2,
4/7/20,Madagascar,88,0,7,
4/8/20,Madagascar,93,0,11,
4/9/20,Madagascar,93,0,11,
4/10/20,Madagascar,93,0,11,
4/11/20,Madagascar,102,0,11,
4/12/20,Madagascar,106,0,20,
4/13/20,Madagascar,106,0,21,
4/14/20,Madagascar,108,0,23,
4/15/20,Madagascar,110,0,29,
4/16/20,Madagascar,111,0,33,
4/17/20,Madagascar,117,0,33,
4/18/20,Madagascar,120,0,35,
4/19/20,Madagascar,121,0,39,
4/20/20,Madagascar,121,0,41,
4/21/20,Madagascar,121,0,44,
1/22/20,Mainland China,547,17,28,
1/23/20,Mainland China,639,18,30,
1/24/20,Mainland China,916,26,36,
1/25/20,Mainland China,1399,42,39,
1/26/20,Mainland China,2062,56,49,
1/27/20,Mainland China,2863,82,58,
1/28/20,Mainland China,5494,131,101,
1/29/20,Mainland China,6070,133,120,
1/30/20,Mainland China,8124,171,135,
1/31/20,Mainland China,9783,213,214,
2/1/20,Mainland China,11871,259,275,
2/2/20,Mainland China,16607,361,463,
2/3/20,Mainland China,19693,425,614,
2/4/20,Mainland China,23680,490,843,
2/5/20,Mainland China,27409,562,1115,
2/6/20,Mainland China,30553,632,1476,
2/7/20,Mainland China,34075,717,1998,
2/8/20,Mainland China,36778,804,2595,
2/9/20,Mainland China,39790,904,3218,
2/10/20,Mainland China,42306,1011,3917,
2/11/20,Mainland China,44327,1111,4635,
2/12/20,Mainland China,44699,1116,5079,
2/13/20,Mainland China,59832,1368,6213,
2/14/20,Mainland China,66292,1520,7973,
2/15/20,Mainland China,68347,1662,9294,
2/16/20,Mainland China,70446,1765,10748,
2/17/20,Mainland China,72364,1863,12455,
2/18/20,Mainland China,74139,2002,14199,
2/19/20,Mainland China,74546,2114,15952,
2/20/20,Mainland China,74999,2236,18002,
2/21/20,Mainland China,75472,2236,18693,
2/22/20,Mainland China,76922,2441,22687,
2/23/20,Mainland China,76938,2443,23170,
2/24/20,Mainland China,77152,2593,24990,
2/25/20,Mainland China,77660,2663,27650,
2/26/20,Mainland China,78065,2715,30053,
2/27/20,Mainland China,78498,2744,32898,
2/28/20,Mainland China,78824,2788,36291,
2/29/20,Mainland China,79251,2835,39279,
3/1/20,Mainland China,79826,2870,42118,
3/2/20,Mainland China,80026,2912,44810,
3/3/20,Mainland China,80151,2945,47404,
3/4/20,Mainland China,80271,2981,49955,
3/5/20,Mainland China,80422,3013,52240,
3/6/20,Mainland China,80573,3042,53888,
3/7/20,Mainland China,80652,3070,55478,
