,Text
41,"Voten por mi amiga @junuger la opción dos, nubi, si no votan por ella les va a dar coronavirus 😋 "
42,"Lavense las manos y lean de corrido, coronavirus coronavirus (8)"
43,I've just posted a new blog: Twitter is donating $1M across two foundations to support journalism during the coronavirus pandemic https://ift.tt/2QIFbKR
44,I've just posted a new blog: Snapchat’s Zenly launches coronavirus Stay Home leaderboard https://ift.tt/2WMNKbn
45,"Si jai bien compris, 22 300 cas testés par PCR, 10 176 dépistés à l'hôpital mais sans test PCR, 12 000 cas suspectés en ville. Augmentation des décès en ville par rapport à la période référence dans le Grand Est et l'Oise et 1100 décès confirmés du #coronavirus #COVID19fr #COVID"
46,The government provides subsidies for self-isolation. I couldn’t leave home. Really I couldn’t. We trust the government. This is a kinda a belt of faith. We can overcome! (3/3) #stayhome #coronavirus
47,"So the official came my home with relief supplies. (mask, thermometer, food, tissues) FREE!!! I couldn’t leave my home because they offered things. This is a kinda a promise. They checked my self-isolation everyday by phone. (2/3) #stayhome #coronavirus"
48,- My self-isolation story- My colleage confirmed coronavirus positive. All emploees who worked together were self isolated for two weeks. We had no viral signs but we asked a coronavirus test. We could be offered a free. I stayed home. NEVER OUT. (1/3) #Coronavirus #stayhome
49,여러나라로 수출하는 진단키트의 이름을 '독도'라고 붙이면 좋겠습니다(#독도 는 어떤 분의 댓글에서도 언급했다고 합니다). #COVID19 #Coronavirus 
50,"Sisi, andaba paranoica hasta que una amiga me dijo ""No seas pelotuda con suerte y a la loca le da coronavirus o que si esta en España"""
51,The Israeli Minister of Health thinks that our salvation from the coronavirus is literally the Messiah. 
52,ریسکیو نوجوان جوان کرونا کے خلاف فرنٹ لائن پر ہیں ان کو سلام پیش کرتا ہوں #coronavirus #LockdownNow #HealthcareHeroes
53,73 cas de coronavirus en Guadeloupe.
54,Bwana CS work as if coronavirus is already in Kenya test as many people as possible. That's the only control. Wishing for zero cases is madness. The goal now is to trace cases early
55,I'm confined at home because of this corona virus stay at home too #stayathome
56,"why would i care about this when thousands of ppl are dying out there bc of that coronavirus disease, mad world"
57,Moi ce qui me fume c’est la présence des gilets jaunes et du coronavirus dans le dernier chapitre de Promised Neverland vraiment ca me terrasse
58,@NewsHour 님의 생방송 시청하기: WATCH LIVE: Senate set to vote on coronavirus relief bill 
59,Man dies after ingesting chloroquine in an attempt to prevent coronavirus #cotonavirus
60,"Sonhar com corona vírus é foda, que fase"
61,Cuarentenas y controles en aeropuertos desde el primer momento. Mis padres volvieron de Corea a España cuando el coronavirus estaba en el momento cumbre en Corea y no les hicieron ni un sólo control al llegar a Alemania para el transbordo ni al llegar a Barcelona.
62,Ça va avec le confinement ? 😔😔 J-3 avant la sortie de mon nouveau livre de coréen 😊 ❤️ N’oublie pas de liker et de t’abonner #corée #coréedusud #coréen #séoul #virus #coronavirus #confinement #프랑스어 #프랑스말 #motcoreen #vocabulairecoreen #koreanvocabulary #learnkorean
63,7-month-old South Carolina baby tests positive for Coronavirus https://wjactv.com/news/nation-world/7-month-old-sc-baby-tests-positive-for-coronavirus-03-22-2020-143754389 Babies can get it. Be smart people.
64,"I am supporting @elijahdaniel's #CULTforGOOD Project to bring hundreds of thousands of necessities and FREE coronavirus testing to the homeless population during this COVID-19 outbreak, but they still need support. Please donate if you can: "
65,Setelah #coronavirus terbitlah #Hantavirus astagaa apalagi ini yaampon
66,Regarding South Korea's coronavirus Response by @kmslab
67,"Dear Big Companies, I don’t care what measures y’all are taking to combat coronavirus... ..is my bill gonna be due this month or no?!"
68,"Fine then, if you're so eager, why don't you just step right up and volunteer to be the latest one to catch coronavirus develop COVID-19? Show us how it's done, Mr. Stats &amp; Sacrifices."
69,"India coronavirus: Modi announces 21-day nationwide lockdown, limiting movement of 1.4bn people "
70,@harari_yuval once said there’s always been a country which took the leadership position when the world faced a crisis. It seems it’s South Korea’s turn this time. #SouthKorea #coronavirus 
71,한국의 드라이브 스루 까던 일본 전문가 결국….. coronavirus Drive Thru japan https://issuecollector.com/%ed%95%9c%ea%b5%ad%ec%9d%98-%eb%93%9c%eb%9d%bc%ec%9d%b4%eb%b8%8c-%ec%8a%a4%eb%a3%a8-%ea%b9%8c%eb%8d%98-%ec%9d%bc%eb%b3%b8-%ec%a0%84%eb%ac%b8%ea%b0%80-%ea%b2%b0%ea%b5%ad-coronavirus-drive-thru-jap/
72,"bahahah là ça se moque fort mais regardez ce qu’il se passe avec le coronavirus, vous verrez dans 1 mois #Hantavirus"
73,Excited to share my first piece for @NBCNews about how South Korea flattened its coronavirus curve after a controversial religious group caused a surge of infections in Daegu. 
74,The country showed that it is possible to contain the coronavirus without shutting down the economy! 
75,Some in South Korean media have asked whether Moon should use the coronavirus issue as leverage in cost-sharing talks. No clue if he will try.
76,"There is no evidence either man wants to link coronavirus cooperation to US-South Korea military cost-sharing negotiations. But you have to wonder if Moon will raise the issue, given the timing."
77,"Be safe, strong,God help & protect us all #QuarantineLife #workingfromhome #WorkFromHome #WorkFromHomeLife #WorkoutAtHome #workingremotely #Workingtogether #Workathome #coronavirus #CONVID19 #FightagainstCoronavirus #FightCOVID19 #FightCoronaTogether #SuccessTrain #ThriveTOGETHER"
78,"""China is lifting its lockdown on key coronavirus area Wuhan"" "
79,"Moon said he supports helping the US with coronavirus supplies, but that US regulations could slow the process, according to Seoul. Trump then promised quick @US_FDA approval by the end of the day."
80,New: South Korea says Trump asked Moon for medical equipment to help fight the coronavirus. South Korea has been among the best in the world at Covid testing; the US badly needs more testing kits. 
81,Do you care about those who are less fortunate than you are? >>https://bit.ly/2QIyng7 #homelessness #womenshistorymonth #coronavirus #families #leadership #TuesdayThoughts #onenewyork #parenting #governorcuomo #empowerment #amwriting #empoweringwomen #shelters #helpingothers
82,Breaking: Trump has asked South Korea for medical device support re: coronavirus. 
83,Coronavirus: NHS nurse in tears after being unable to buy fruit and veg https://youtu.be/XzdRs9LPj2M via @YouTube
84,Getting Pregnant Was a Challenge. Then the Coronavirus Happened. http://dlvr.it/RSSyB0
85,In the Next Post Will Share How To Start Working Home Guidelines. #QuarantineLife #workingfromhome #WorkFromHome #WorkFromHomeLife #WorkoutAtHome #workingremotely #Workingtogether #Workathome #coronavirus #CONVID19 #FightagainstCoronavirus #FightCOVID19 #FightCoronaTogether #
86,"South Korea is now using its criticism of Japan to deflect criticism of its own coronavirus.A delusional nation that keeps saying things like ""radiation"" and ""corona originated in Japan"" without foundation."
87,"South Korea's @moonriver365 spoke on the phone with @realDonaldTrump about how to cooperate to overcome the coronavirus, according to South Korea's presidential Blue House. Seoul says the conversation took place at the ""urgent request"" of Trump."
88,"Wow..Tokyo Olympic is finally postponed. The impact of the coronavirus is huge,, and how will this change our lives in the future?.. #coronavirus #Olympics2020 #Olympics2021"
89,i swear albanians do NOT know how to pronounce coronavirus
90,Coronavirus and Hantavirus pointing each other when God asks who caused the world to end #Hantavirus
91,[Editorial] Recommendations for Anesthesia in Patients Suspected of Coronavirus 2019-nCoV Infection. https://doi.org/10.4097/kja.20110
92,Phone call between U.S. President @realDonaldTrump and S.Korean President @moonriver365 for the first time this year. Both leaders have discussed to cooperate each other to stop spreading #CoronaVirus 
93,Who do I have the least sympathy for in this financially difficult time of the Coronavirus? In order: Boris and Donald. Billionaires. Multi-millionaires. Millionaires. Landlords renting out more than three properties. Landlords renting out more than two properties. Poop.
94,New York Imam Finds the Key: Coronavirus Comes from Women Showing Too Much Ankle https://pjmedia.com/trending/new-york-imam-finds-the-key-coronavirus-comes-from-women-showing-too-much-ankle/ #NewsandPolitics via @pjmedia_com
95,.@Olympics also said “Games will keep the name Olympic and Paralympic Games Tokyo 2020” when the game starts in Summer 2021. #CoronaVirus
96,“IOC President and the Prime Minister of Japan have concluded that the Games of the XXXII Olympiad in Tokyo must be rescheduled to a date beyond 2020 but not later than summer 2021” #CoronaVirus #Tokyo #COVID19 #TokyoOlympics2020 #TokyoOlympics
97,This Coronavirus is getting really serious. Y’all don’t understand this ain’t no hoax.
98,"Why is so bloody difficult Britain? I'm a Brit living in S.Korea, stuck in Malaysia, Coronavirus was a shitstorm but now its slowing, why? Quarantine. Listen to BoJo #ChooseLife @BBCNews @GOVUK #ukcoronavirus brings in strict curbs on life to fight virus"
99,"Seoul City has filed a compensation suit against Shincheonji and founder/chairman Lee Man-hee valued at 200 million won ($161K). City wants to charge for expenses for coronavirus quarantine costs, holding the group responsible for the spread of the virus. "
100,Boss just went off telling me how the coronavirus was actually a chemical weapon from China and we are caught up in a war between New World Order leaders members fighting for world domination for like 30 minutes
101,"And thanks to #SouthKorea’s extensive testing, the country has provided the world with a “useful picture” of the #virus, said Ooi—even if it’s not quite the “whole picture.| #Fortune #COVID19 #coronavirus "
102,"Whether we wanted it or not, we've stepped into a war with the Corona Virus."
103,"U.S. Coronavirus Cases As of March 24, 2020 at 08:40 GMT, there have been 46145 confirmed cases and 582 deaths due to coronavirus COVID-19 in the United States."
104,bora 5 min de abraço sem pegar corona virus
105,Coronavirus : les aéroports renforceront leurs mesures de contrôle pour les vols nationaux 
106,"As the world battles coronavirus, fresh case of deadly hantavirus reported in China: All you need to know https://zee.gl/CcimD0C #Hantavirus #CoronavirusLockdown"
107,Coronavirus pandemic leading to huge drop in air pollution 
108,Finally it’s official. #Tokyo2020 #Olympics will be moved to #Tokyo2021 amid #coronavirus scare. 
109,Tokyo Olympics to be postponed to 2021 due to coronavirus pandemic 
110,!!S P R E A D!! DONT USE CORONAVIRUS AS AN EXCUSE TO BE RACIST TO ASIAN PEOPLE! DONT USE CORONAVIRUS AS AN EXCUSE TO BE RACIST TO ASIAN PEOPLE! DONT USE CORONAVIRUS AS AN EXCUSE TO BE RACIST TO ASIAN PEOPLE! DONT USE CORONAVIRUS AS AN EXCUSE TO BE RACIST TO ASIAN PEOPLE!
111,Pakistani Kids Message on Coronavirus | پاکستانی بچوں کا کورونا کے خلاف پیغام https://issuecollector.com/pakistani-kids-message-on-coronavirus-%d9%be%d8%a7%da%a9%d8%b3%d8%aa%d8%a7%d9%86%db%8c-%d8%a8%da%86%d9%88%da%ba-%da%a9%d8%a7-%da%a9%d9%88%d8%b1%d9%88%d9%86%d8%a7-%da%a9%db%92-%d8%ae%d9%84%d8%a7/
112,A walk under a starry sky and making smoothies #relievestress #Godisgood #coronavirus 
113,South Korea doubles #coronavirus rescue package to $80 billion 
114,That will send a warnx n massage as well for some African nations that are still thinkx that the corona virus is a joke. They should start implementing measures to prevent the future spread from the virus 
115,[#Corée du Sud] Le printemps arrive petit à petit en Corée. Dommage que l'éclosion des fleurs de cerisiers ne soient pas vraiment mis en avant à cause des événements liés au #Corona Virus ! #covid19 Followez moi sur Instagram ! https://www.instagram.com/frenchkimchivlog
116,Imagga has always been location-distributed company. Due to #COVID19 we will work fully remotely. We also offer free custom training on our NVIDIA DGX with Imagga's image recognition tech for research and non-profit projects dedicated to #coronavirus 
117,but coronavirus. i don’t trust the equipment now lmaooo 
118,La solidaridad es muy importante en estos tiempos difíciles a causa del coronavirus. 
119,Focus: Cittadini Italiani in rientro dall’estero e cittadini stranieri in Italia 🇮🇹 #CoreaDelSud #coronavirus 
120,Vcs acham que só brasileiro é pilantra? É pq vcs não viram uma empresa coreana vendendo máscara com filtro de papel toalha! 🤦🏻‍♀️ Oportunistas existem em todo lugar! #coronavirus #COVID2019 #coreiadosul
121,"Another important thread. Korea is dealing with the Coronavirus, but this issue has been in the making for a long, long time. "
122,"South Korean government: We are at a crucial juncture of the coronavirus outbreak. Please be on alert and continue social distancing A handful of people: NBD, I want to look at flowers, even if I might get infected "
123,"Upon reflecting towards this corona virus outbreak, I found it shocking and amusing on how 2020 started; with a pandemic going on around the world, infecting truly abundant number of people and wrecking the economical stability as well as people’s life around the world #COVID19"
124,In case you missed it a post I wrote on what it’s been like in China for 2 months during the lockdown and the first signs of the light at the end of the tunnel. Some advice and some cautious optimism. #COVIDー19 #coronavirus 
125,I DO my life is so boring with coronavirus
126,How South Korea Flattened the Coronavirus Curve 
127,(LEAD) Coronavirus : environ 700 ressortissants en Italie souhaitent rentrer en Corée 
128,@keranews cites Daily NK reporting and defector interviews on the coronavirus outbreak in North Korea. 
129,#coronavirus #COVIDIDIOTS #StayAtHomeOrder #
130,"Just one week after the country’s first case was diagnosed in late Jan, gov't officials met w/ representatives from several medical companies, using companies to begin immediately developing coronavirus test kits for mass production. Suck on that Trump. https://www.nytimes.com/2020/03/23/world/asia/coronavirus-south-korea-flatten-curve.html?action=click&amp;algo=top_conversion&amp;auth=login-email&amp;fellback=false&amp;imp_id=635755414&amp;imp_id=695301024&amp;login=email&amp;module=trending&amp;pgtype=Article&amp;region=Footer"
131,#coronavirus #CoronavirusOutbreak #COVID19 #CoronavirusCalifornia #SouthCentral #LA Humans Freaking Out &amp; My Introverted Ass is like: NO Humans in Public😹 ***yasss bitchhhhh*** #introvert #IntrovertLife
132,#coronavirus Pwede bang umalis kana dito sa earth specially here at our country.🇨🇿
133,Finalmente minhas flores de primavera chegaram 😍 #vidanacoreia #coreiadosul #southkorea #coronavirus #COVIDー19
134,Navy seal for defeating Corona Virus outbreak in Korea. @cmkang.7님의 이 Instagram 사진 보기 https://www.instagram.com/p/B-HP1lslcNM/?utm_source=ig_web_button_share_sheet
135,"all of you are heroes. thank you doctors, nurses and all health workers who are working hard against this virus. to help everyone who is infected with this deadly virus. 🙏🏻🙏🏻🙏🏻👩🏻‍⚕️👨‍⚕️👩🏼‍🔬👨🏽‍🔬 #COVIDー19 #coronavirus #doctor #nurses #StayHome #weareloveyou #thailand #korea"
136,"Popular keywords these days Corona virus, lockdown, confirmed cases, quarantine,social distancing, isolation"
137,Do you want to follow up on the #coronavirus international situation? This website follows up on the cases by country and worldwide. @sourcinglab is fully operating during this time; https://www.worldometers.info/coronavirus/ #international #global #handsanitizer #coronavirus #ODM #cosmetics
138,2020 be like #Hantavirus &amp; #coronavirus 🤨
139,"Kalo mau lockdown habis2an, suruh jugalah artis2 tu berenti dulu main sinetron. Masa mall, pasar, dsb ditutup, yg syuting dibiarin... #covid19 #CoronaVirusIndonesia #CoronavirusPandemic #coronavirus #corona #CoronaLockdown"
140,"With every cough, my students fear coronavirus. Here’s how we’re talking about it and curbing panic. "
141,New realities for international education amidst the Coronavirus 
142,Governments are using cellphone location data to manage the coronavirus - The Verge 
143,Check out this story on Sweek: corona virus poems 
144,I know what you feel... Poland is a pathetic country. teachers in this country are worse than coronavirus.
145,How South Korea Flattened the Coronavirus Curve - The New York Times 
146,"Nie jestem bogata i nie stać mnie żeby kupić kolejnego laptopa żeby robić lekcje. Tak samo moja mama chodzi fo pracy stresuje się i jeszcze musi przerabiać Tematy z moim bratem chociaż nie ma takiego obowiązku, bo od tego są nauczyciele #coronavirus #homeschooling"
147,"Believe it or not Corona Virus is doing a great job of exposing the far more dangerous virus that’s in many of our hearts! Prayerfully, it will not take the total annihilation of mankind to help us to see how selfish and greedy we are as a nation! #wecanbemoredeadlythancorona"
148,"last year i taught elementary school, but this year i was moved to middle school 😅😅😅 so i haven't met my new students yet due to the schools being delayed because of the coronavirus"
149,Italy's Lombardy workers to strike for tougher coronavirus shutdowns | Article [AMP] | Reuters https://www.reuters.com/article/health-coronavirus-italy-idUSL8N2BG6AR 와중에 이태리 노조는 더 빡센 셧다운을 위해 투쟁 중.
150,Tes covid-19 atau coronavirus ?? Saya seperti di persulit untuk bahkan mengetahui kondisi saya sendiri pun.
151,"트위터 1분기 매출 감소 예상, mDAU 1억 6400만명으로 전 분기 대비 8% 증가 Twitter Withdraws Q1 Guidance Due to COVID-19 Impact https://prn.to/3dsPSdZ Twitter pulls first quarter guidance due to coronavirus "
152,한국의 드라이브 스루 까던 일본 전문가 결국 항복!! coronavirus Drive Thru https://issuecollector.com/%ed%95%9c%ea%b5%ad%ec%9d%98-%eb%93%9c%eb%9d%bc%ec%9d%b4%eb%b8%8c-%ec%8a%a4%eb%a3%a8-%ea%b9%8c%eb%8d%98-%ec%9d%bc%eb%b3%b8-%ec%a0%84%eb%ac%b8%ea%b0%80-%ea%b2%b0%ea%b5%ad-%ed%95%ad%eb%b3%b5-coronaviru/
153,"U.S. Coronavirus Cases As of March 24, 2020 at 08:40 GMT, there have been 46145 confirmed cases and 582 deaths due to coronavirus COVID-19 in the United States. This pandemic is killing everywhere."
154,"Releasing his new EP ""Cyan"" today, @danielk_konnect says he hopes to spread positive energy through his new music amid the coronavirus outbreak. "
155,"The Emissions Impact of Coronavirus Lockdowns, As Shown by Satellites "
156,BTS devrait modifier sa tournée mondiale à cause de l'épidémie de coronavirus 
157,"BBC News - Coronavirus: Pandemic is 'accelerating', WHO warns as cases pass 300,000 "
158,BBC News - Coronavirus: Life in Rome under lockdown 
159,BBC News - Coronavirus: Private clinic defends charging £375 for test 
160,Niggas don’t even say bless you no more ..it’s Corona Virus (@iamcardib voice)
161,"🤗😉😂💙""Estamos todos conectados"": Bill Gates dice que el coronavirus nos recuerda que todos somos iguales https://vanguardia.com.mx/articulo/estamos-todos-conectados-bill-gates-dice-que-el-coronavirus-nos-recuerda-que-todos-somos vía @vanguardiamx"
162,Olympics 2020 postponed: IOC member says coronavirus forces change 
163,#Australia was severely hit by natural disasters in 2019 which have impacted #grape vineyards. Australian #wine will have to face another hurdle as the #coronavirus has limited access to #China its biggest export market. #COVID19
164,"U.S. Coronavirus Cases As of March 24, 2020 at 08:40 GMT, there have been 46145 confirmed cases and 582 deaths due to coronavirus COVID-19 in the United States. Covid 19 is real "
165,Can the Power of Prayer Alone Stop a Pandemic like the Coronavirus? Even the Prophet Muhammad Thought Otherwise | Opinion #COVIDー19 #StayAtHomeOrder
166,Can the Power of Prayer Alone Stop a Pandemic like the Coronavirus? Even the Prophet Muhammad Thought Otherwise | Opinion https://www.newsweek.com/prophet-prayer-muhammad-covid-19-coronavirus-1492798
167,Most Kenyans believed that coronavirus would pass without stepping into Kenya. This is a globalized world it's humanely impossible. Blame GOK for unpreparedness not innocent diaspora
168,Nat'l football training center to house coronavirus patients 
169,"North Korea issues new e-book to assist with coronavirus diagnosis, treatment "
170,"As Coronavirus Surveillance Escalates, Personal Privacy Plummets "
171,"Coronavirus: ""All you have to do is to tell them they are being attacked, &amp; denounce the pacifists for lack of patriotism &amp; exposing the country to danger. It works the same in every country."" "
172,"I cannot fucking believe the year Sub Zero Project finally comes to Korea is the same year coronavirus decided to show up, there is a big chance it gets cancelled :///////////////"
173,JUST IN: Big Hit hints at cancellation or rescheduling of @BTS_twt' world tour dates this year amid coronavirus uncertainty. 
174,#Music #streaming may actually be falling because of #coronavirus https://qz.com/1820896/music-streaming-may-actually-be-falling-because-of-coronavirus/ #covid19 #internet #cloud #tech #society #culture
175,(LEAD) BTS cuts down world tour itinerary due to coronavirus 
176,"@ProfessorEom #indmanA It was good to enter the university, but I was disappointed that it was changed to online class because of the coronavirus. I wonder how you would take the test if the online class was extended because of the coronavirus."
177,Ok we now have Hantavirus after Coronavirus showed up.. 
178,Africa's mountain gorillas face coronavirus risk http://dlvr.it/RSRtmd
179,"#Coronavirus #Korea Dense populations in Seoul naturally brought about the overflow of convenience stores in every 100 meters. Delivery foods on mobile apps allow Koreans to feel no hurdles of foods. All in all, existing resources and living style resulted in no panic shopping."
180,Dear Hindu and Muslims please remember his words and reply him after #Coronavirus is over ..
181,"The controversy continues surrounding a 17 y.o. high school student in Daegu, who died of acute secure pneumonia after showing a negative response to the new coronavirus test. "
182,FBI: Neo-Nazi groups encouraged to spread coronavirus to police and Jews 
183,"saw this from my aunt who is a nurse. doctors and nurses are the one mostly risking their lives here, they are more prone to covid since they are the one communicating with the patients. they deserve better. #NOtoVIPTesting #COVID2019 #coronavirus "
184,(5e LD) Coronavirus : tendance à la baisse des nouveaux cas mais une hausse continue des infections importées 
185,BTS cuts down world tour itinerary due to coronavirus 
186,Hyundai Motor arrête son usine au Brésil à cause du coronavirus 
187,"No deberían ponerse tristes porque no hubo fechas para Latinoamérica o algo así, deberían estar felices porque pueden que cancelen el tour por la salud de Army y Bangtan ya que todo esto del coronavirus está súper heavy"
188,Democrats try to hijack coronavirus stimulus for liberal Christmas in March https://www.usatoday.com/story/opinion/2020/03/23/nancy-pelosi-has-packed-coronavirus-stimulus-liberal-wish-list-column/2903577001/ via @usatoday
189,(LEAD) 2 baseball clubs halt training over coronavirus concerns 
190,India may have 13 lakh confirmed Coronavirus cases by mid-May: Study http://www.ecoti.in/gJYs3Z via @economictimes
191,Del piero Coronavirus Supera bene. Coraggio. 
192,I’m learning from various reports that some S.Koreans are not following the government’s Social Distancing advice to stop #CoronaVirus. Many people are trying to visit the outdoor place to see flowers. So the government once again sent this alerts to highlight Social Distancing. 
193,Holy shit this made me cackle outloud and gave me a brief respite from worrying about coronavirus
194,#VideoGame.s Are Being Played At Record Levels As The #Coronavirus Keeps People Indoors https://www.forbes.com/sites/mattperez/2020/03/16/video-games-are-being-played-at-record-levels-as-the-coronavirus-keeps-people-indoors/ #streaming #internet #cloud #gaming #tech #society #culture
195,#ChineseVirus #XijinpingVirus #CCPVirus #ChinaLiedPeopleDied #CoronaVirus #ChinaShouldPay
196,FM Kang to explain S. Korea's anti-coronavirus efforts in WEF videoconference 
197,How contagious is the coronavirus? Here's what ICMR math suggests http://www.ecoti.in/kyHy0Y56 via @economictimes
198,Someone is coughing continuously in the next room. Are you sure it’s not airborne? #coronavirus
199,(4e LD) Coronavirus : tendance à la baisse des nouveaux cas mais une hausse continue des infections importées http://yna.kr/AFR20200324002000884
