,Text
16,ویروس هانتاویروس هم مثل کرونا ویروسیه با سبقه بیشتر از یک دهه و فردی هم که اخیرا در اثر ابتلا به هانتاویروس جان باخت مورد بررسی قرار گرفته منتها علائمی از جهش یافته بودن این ویروس وجود نداره لذا خطری تهدیدمون نمیکنه در شرایط فعلی این قبیل اخبار شیطنت رسانه هاست برای جذب مخاطب!
17,🔘اقدامات #شرکت_فولاد_سفیددشت جهت مهار #ویروس_کرونا لینک خبر👇 https://www.me-metals.ir/News/NewsDetails.aspx?NID=90492 ✅ @me_metals ۱۶ اسفند ۱۳۹۸
18,مقصود گروه های نیابتی رژیم ایران و حمایت از تروریسم است. بهانه مبارزه با انتشار ویروس کرونا رژیم آخوندی به پنج میلیارد دلار نیاز فراوان دارد. #COVIDSanctionsLie
19,اگه ویروس ژاپنی یا آلمانی بود حداقل #میفهمید که اینایی که میرن مسافرت رو منفجر کنه. ویروس چینیِ متاسفانه..... #کرونا #نشستن
20,این جالبه: آمریکا در صدد این است که چین رو متهم کند و برای ویروس کرونا «۲۰ تریلیون دلار» بگیرد هموطن! اگر چرت بگیم نوبت ما هم می رسه، برای همین متمرکز شدند روی ما دور از همه #الاغ_نباشیم 🙏
21,پس اگه بخوابم كرونا رو خلاصه كنيم اينطوريه كه هممون بايد بگيريم منتهي به خاطر كمبود بيمارستان ها مجبوريم ذره ذره تن بديم به اين ويروس لنتي
22,👈مدیر عامل #ذوب_آهن_اصفهان مطرح نمود 🔘ذوب آهن اصفهان پیشگام در مقابله با ویروس #کرونا لینک خبر 👇 https://www.me-metals.ir/News/NewsDetails.aspx?NID=90472 ✅ @me_metals ۱۶ اسفند ۱۳۹۸
23,الان دیگه میشه گفت آسمون همه جا همین رنگه #ویروس‌کرونا
24,#کرونا بهونس مهم اینه یه سریا رو نمیبینیم اونقدرام ویروس بدی نیستا
25,سنگاپور پیشگام مبارزه موفقیت‌آمیز با ویروس چینی توانایی تحسین‌برانگیز سنگاپور در کنترل ویروس چینی که بسیاری از کشورهای اروپایی نیز از انجام آن عاجز بوده‌اند علل مهمی دارد که به آن‌ها می‌پردازیم. •قرنطینه به موقع کشور: دولت سنگاپور در دسامبر ۲۰۱۹ و پس از شیوع ویروس چینی (کرونا) 
26,دوستان امگار از هند و ویروس کرونا خبری نیست فکر کنم مثل فیلماشون با ۷۰ ضربه سامورای مجبورش کردند از هند فرار کنه😂😂😋😋😃😃😃😃😃😃
27,من معتقدم پایان جهان یا با یه ویروس بی شرف تر از کرونا اتفاق میوفته یا با هوش مصنوعی.
28,در این شیر تو شیری که کرونا ویروس برای مردم به وجود آورده است عده ایی شعار میدن چون در #انتخابات_مجلس یازدهم تخلف شده است شورا باید انتخابات را باطل کند اما نمی گویند اگر مردم دو سال نماینده نداشته باشند کوچکترین اتفاق آن بزرگترین اتفاق است توقف کامل مطالبه گری در استان #هرمزگان
29,#کرونا #خامنه‌ای_ویروس
30,داستان ویروس کرونا از فیلم های تخیلی‌‌ هم ترسناکتر شده ! سمت راست تصویری واقعی از قرنطینه شهر و سمت چپ تصویری از فیلم مردگان متحرک ! 
31,کلا موضع اتحادیه اروپا در قبال اعضاش، و کشورها در برابر همدیگه خیلی منفعلانه و تعجب برانگیز بود.گمان کنم مردم بعدها واکنش نشون میدن.شاید کرونا ویروس،فصل جدیدی در سیاست اروپا رقم بزنه
32,اثرات بیماری #کووید۱۹ روی کلیه ویروس #کرونا ی جدید از طریق گیرنده هایی به اسم ایس تو وارد سلول های کلیوی میشود و میتواند باعث تخریب سلول های #کلیه شود. نتیجه تحقیقات جدید در ووهان نشان داده که تا ده درصد بیماران… https://www.instagram.com/p/B-CUXyBJ93O/?igshid=v362u7lh8n8b
33,واشنگتن پست گزارش داده که طبق نظر متخصصان، ویروس کرونا به این علت که با سرعت خیلی کمی در حال جهش یافتنه، احتمالا با واکسنی ماندگار ریشه‌کن خواهد شد. خلاف آنفلوانزای فصلی که با سرعت زیادی جهش پیدا می‌کنه و واکسنی دائمی براش وجود نداره. البته که با واکسن هنوز ۱۸-۲۴ ماه فاصله داریم. 
34,داروها و لوازم پزشکی آمریکا آلوده به ویروس کرونا هست ولی دلارهای آمریکا کاملن سالم هستند چون قصاب دمشق و حسن خرس لبنان و یمنی ها دلار نیاز دارند #COVIDSanctionsLie
35,♦️#ترامپ: به هیچ‌کسی در جنگ علیه کرونا اعتم اد نمی‌کنیم. 🔻رئیس‌جمهور #آمریکا در کنفرانس خبری روزانه خود درباره مقابله با شیوع ویروس #کرونا گفت که هرگز به هیچ کشور خارجی برای تضمین نجات ما از بحران کنونی اعتماد نخواهیم کرد.
36,ترامپ: به هیچ‌کسی در جنگ علیه کرونا اعتماد نمی‌کنیم 🔹رئیس‌جمهور آمریکا در کنفرانس خبری روزانه خود درباره مقابله با شیوع ویروس کرونا گفت که هرگز به هیچ کشور خارجی برای تضمین نجات ما از بحران کنونی اعتماد نخواهیم کرد. قابل توجه @JZarif كه ترامپ احمق فهميد ولي شما هنوز نفهميدي
37,بالاخره که کرونا تموم میشه.. . . .الان مسوولین یه فکری به حال بعد کرونا گرفتن ؟!.. ملتی که از قرنطینه در میان سمت زیارت و سیاحت و ... حرم و مساجد. پارک و جنگل ها‌.. دریا.. کل مناطق زیارتی و تفریحی .. 😬😬😬😬😬😬😬😬😬😬 #کرونا #شيفت_شب #ویروس_کرونا
38,همه میترسن از خونه بیان بیرون ما میترسیم بریم خونه #COVID19 #کرونا_ویروس #کادر_درمان
39,مگه نه اینکه هرکی گرفته و خوب شده باز هم میتونه کرونا بگیره؟ در این صورت وقتی این سناریو موفق میشه که اون ۷۰ درصد بر اثر کرونا بمیرن!؟ مثلا آنفولانزا اسپانیایی چون افراد سالم کم شدن و اونایی که موندن قرنطینه کردن خودشون رو ویروس از چرخه افتاد... نمیدونم درسته چیزی که گفتم یا نه؟
40,#رفع_موقت_تحریم های بانکی و نفتی ایران وزارت خزانه داری آمریکا: طی ۲۴ ساعت آینده لیست برخی موارد تحریمی ایران را که فعلا برای یک مدت کوتاه به حالت تعلیق در خواهند آمد . این همراهی برای نشان دادن عزم دولت ایالات متحده در ریشه کن کردن ویروس کرونا در کشور ایران می‌باشد./اسکای نیوز
41,ظاهرا من هم کرونایی شدم نه حس بویایی دارم و نه حس چشایی این هم از تازه ترین اثرات ویروس کووید ۱۹ #کروناویروس #coronavirus #کرونا_را_جدی_بگیریم
42,این خبر درسته؟ 🔹 وزارت خزانه داری آمریکا: طی ۲۴ ساعت آینده لیست برخی موارد تحریمی ایران را که فعلا برای یک مدت کوتاه به حالت تعلیق در خواهند آمد منتشرمی کنیم. 🔹این همراهی برای نشان دادن عزم دولت ایالات متحده جهت ریشه کن کردن ویروس کرونا در کشور ایران است. اسکای نیوز
43,بيماري کرونا ويروس ۲۰۱۹ يا کوويد-۱۹ بيماري‌هاي عفوني است که بر اثر کروناي جديد، يک ويروس در ارتباط نزديک با کرونا ويروس سارس ، ايجاد مي‌شود. اين بيماري دليل دنياگيري ۲۰–۲۰۱۹ کرونا ويروس است. علايم معمول آن تب، سرفه، و تنگي نفس هستند. http://www.totya.ir/%da%a9%d8%b1%d9%88%d9%86%d8%a7/
44,ویروس کرونا روی ریه ها تاثیرداره و شایع ترین نشانه اش تنگی نفس هست میشه لطفا بفرمائید تجهیزات این تختهای سربازی کجاست ؟ و تا کی میخواهیم تراژدی به خواب زدن خودمون را به رخ بکشیم؟ 
45,ویروس زیاده یکیشم کرونا
46,وقتی همه زندگیت با یه ویروس میشه مختل چند وقت از زندگیمو گذاشتم پاش من میدونم #کرونا س میدونم #قرنطینه س میدونم خطرناکه ولی من الان دلم پر میکشه واسه یه اسلایس پیتزا😭 نویو محمدزاده طور🙄
47,این ویروس #كرونا انگار #طی_الارض هم میکنه!
48,👈مدیر بهداشت غرب اهواز 🔘عملکرد #شرکت_فولاد_اکسین در پیشگیری از شیوع #ویروس_کرونا قابل تقدیر است لینک خبر 👇 https://www.me-metals.ir/News/NewsDetails.aspx?NID=88200 ✅ @me_metals ۱۴ اسفند ۱۳۹۸
49,دولت جمهوری اسلامی ایران ضمانت اجرائی مصوبات ستاد مبارزه با کرونا ویروس را از مردم بگیر به #نیروی_انتظامی واگذار کن بخشی از این ملت تا شعله پوش روی شقیقه خود احساس نکنند در خانه نمی مانند جاده خالی ،مسافر خالی،کارت خالی ،یخچال خالی ،سفره خالی ،مُردیم از بی پولی #مسافرکش_شخصی
50,در مورد #ویروس_هانتا به شایعات دامن نزنید و هیجان‌زده باقی رو وحشت‌زده نکنید. #هانتا #کرونا #ویروس_کرونا #کروناویروس @Vahid #قرنطینه #قرنطینه_خانگی
51,سلبریتی های تمام دنیا دارن خودشون رو نشون میدن. منتظر پاسخگویی همشون هستیم. #ویروس_عرفانی_کرونا #ری_استارت_تنها_راه_نجات #Sufism_Awakening
52,روغن بنفشه حاصل تفکرات آخوندهای قمی هست ولی داروهای گیاهی من حاصل چند سال تحصیل در ارمنستان و انگلستان هست.کرونا ما رو منقرض نمیکنه خیالت راحت دوست عزیز.ببینیم دور بعد هانتا ویروس چه میکنه ;
53,والا چی بگم! من امیدوارم که شرایط بدتر نشه! چون ویروس کرونا رو میشه کنترل کرد ولی ویروس ذهن بعضیا رو ابدا!
54,از مبتلایان به کرونا یا کسی که نزدیکانش درگیر این مرض بودند و اطلاعات دارند خواهش دارم اگه میشه برای آگاهی ما علائم رو از روز اول تا انشالا بهبودی منشن کنید بخدا هیچ جا ندیدم از زبون خود مبتلا علائم مریضی گفته بشه همش یه مشت حدس و گمان #COVIDー19 #covid19 #کرونا #ویروس_کرونا
55,نشستم اتود ویروس کرونا می‌زنم برای یه بازی. 
56,کمکهای نقدی و غیر نقدی اشخاص حقیقی و حقوقی در اسفندماه سال 1398 و سه ماهه اول سال 1399 جهت تامین لوازم و تجهیزات مصرفی مورد نیاز بیمارستانها و مراکز درمانی دولتی و تحت پوشش سازمان تامین اجتماعی جهت مبارزه با ویروس کرونا که مورد تایید وزارت بهداشت ، درمان و آموزش پزشکی قرار گیرد
57,خبری درباره ویروس جدید در چین داره پخش میشه اما این ویروس چیز جدیدی نیست و قبلا وجود داشته و راه انتقال هانتا فرد به فرد نیست و از راه تماس با مدفوع و ادرار فرد آلوده است. یه سری هم تو این اوضاع #كرونا به دنبال نشر اکاذیب هستن که فضا رو مسموم کنن. #ریتوییت
58,حداقل با اومدن #ویروس_هانتا به ایران اولین شهری که قربانی میده رو قرنطینه کنید‌. البته قبلش باید سفر به چین رو ممنوع کرد. کم آسیب نداشتیم با #ویروس_کرونا
59,کاشکی یه دکتر تو تلویزیون بیاد بگه اگه شب بیدار بمونید و صبح‌ها بخوابید و صبحانه نخورید به کیر ویروس کرونا هم نیست تا مامان من ولم کنه.
60,از ویژگی های بحران #ویروس_کرونا بازگشت گفتمان اقتصاد #سرمایه_داری به ایرانه. مردم بیشتر با دروغ های اقتصاد دولتی و مقاومتی اشنا میشن.
61,تهدید فرانسه واسه بستن مرز با انگلیس که مثلا متحدشه برای جلوگیری از #کرونا میشه تدبیر ولی بحث بستن مرزهای عراق به روی ایران میشه دشمنی بابا دمتون گرم ولی من به بیشرفی میگم بیشرفی. #بنگاههای_ویروس_پراکنی
62,#سپاه و #ارتش در روزهای اخیر با شدت بیشتری به خط مقدم مبارزه با #کرونا پیوسته اند و در کنار #رزمندگان_سفیدپوش، مشغول جهادند. #ویروس_کرونا 
63,واژه‌ی کوویدوت Covidiot به معنی کودن بی‌اعتنا به اصول قرنطینه وارد لغتنامه «Urban» شد! ابلهی که پروتکل‌های مربوط به رعایت فاصله اجتماعی را نادیده می‌گیرد. ابلهی که با نادیده گرفتن قوانین قرنطینه مربوط به ویروس کرونا جان خود و دیگران را به خطر می‌اندازد 
64,🔘در برابر #ویروس_کرونا در معادن و محیط‌های صنعتی مشابه نکات زیر بدون کم و کاست بایستی اجرا شود: ورودی مجهز به سیستم تست اولیه با حضور افراد مجهز در تمامی شیفت‌ها مرخصی تشویقی برای افراد خود معرف و پرسنلی که دارای بیماری‌های مزمن و خاص هستند
65,اونجايى بايد از اين ملت قطع اميد كرد كه #ویروس_کرونا رو هيچم حساب نكردن يه طرف، حساب تكرار سيل پارسال رو هم نكردن باز بار سفر بستن و رفتن. خدا وكيلى اينا اصلا به مرگ اعتقاد دارن؟ #درخانه_بمانیم
66,این لوگوی عیده مثلا - یه سری کاربر حکومتی هم همینطوری صبح تا شب در مقاله کرونا ویروس سانسور می کنن !
67,نرخ جهش ویروس کرونا برای تولید واکسن مناسب است . مثل ویروس ایدز زود جهش نمی کنه که واکسن ها بی اثر بشن .... 
68,مشکلات پس ازسیل ویرانگر19دیماه1398وبحبوحه ویروس ویرانگر باری دگر سیلی مکرر همسفر کووید19به جان ومال مردمان بی دفاع آسیب دیده ضربه زد مردمان سرزمینی که برای حفظ جان خودازاین ویروس مهلک به سرپناه خود پناه آورده بودندسیلی مخرب تکرار سیل پیشین 1399/1/4 سرپناه راویرانه کرد#سیل#کرونا 
69,کمی اخبار اقتصادی 🌐💲 نگاه مردم آمریکا شدیدا به کنگره این کشور معطوف شده، جایی که لایحه محرک اقتصادی برای نجات اقتصاد در برابر ویروس کرونا در دست بررسی قرار داره. شاخص داو جونز آمریکا با ۲۱۰۰ واحد افزایش بیشترین جهشُ در ۸۰ سال گذشته تجربه کرد و اینجوری به پیشواز لایحه رفت! 
70,عکس العمل من وقتی میفهمم که بجز #کرونا باید با ویروس #هانتا هم مبارزه کنم.
71,فیلم های #جشنواره فجر در سال های آینده “عشق سال های #کرونا “ “ #ماجرای_نیم_روز رد ماسک “ #کرونا_ویروس
72,در همین وانفسا، هستند کسانی که از روی علاقه بیش‌ از حد به زمین و حیاتش، از این ماجرای کرونا یک جورهایی خوشحالند. که ما ویروس و انگلیم برای کره زمین و این‌طور اتفاقات در واقع دفاع یک سیستم حیاتی، مقابل تکثیر ماست‌. حتی یک ویدیوی حالت عرفانی و هشدار دلسوزانه هم در این‌باره دیدم.
73,یعنی اگه از دست کرونا در بریم هانتا ویروس اونطرف تر با نیشخند منتظره! ویروس ها میخوان نسل بشر رو منقرض کنند ول کن معامله نیستند کره خراا!
74,"خوشگلم ویروس دومی رو داشنه باشید که خواهد اومد. #ویروس_عرفانی_کرونا بعد از به زانو در آمدن #چین ،نوبت #اروپا هم خواهد رسید. باید بگید ""گوه"" خوردم."
75,قبل از اینکه #کرونا در دنیا تموم شه می‌ریم به استقبال ویروس #هانتا. مبارکه 🤦🏻‍♂️🙋🏻‍♂️
76,با توجه به شروع کار ادارات و بانک ها از پنجم فروردین آنهم طبق ساعت اداری مقرر و تعطیلی مجتمع های تجاری و اداری غیر ضروری، این سئوال مطرح می شود که آیا کارمندان ادارات و بانک ها بر خلاف پرسنل مجتمع های تجاری و اداری از ابتلاء به #كرونا_ویروس مصون هستند؟!
77,⭕️#بانه: فراخوان برای کمک مردم در شرایطی که نظام فاسد عمدی بیمارستان ها را به حال خود رها کرده! #كرونا #نوروز #ویروس_کرونا #کرونای_ولایت_عامل_قتل_ملت #کروناویروس #قرنطینه_خانگی #درخانه_بمانیم #WHO #COVIDー19
78,توله‌های سران ج.ا هواپیمای شخصی دارند، توو بهترین مناطق، با بهترین امکانات و کاخ‌ها زندگی می‌کنند. بعد یه پفیوری توی اینستاگرام کلیپ ساخته، بچه‌ها ویروس کرونا رو می‌بینید، پس نتیجه میگیریم، علم بهتر از ثروته. 
79,چین از امشب قرنطینه ویروس کرونا را از استان هو بی با ۵۰ میلیون نفر جمعيت برمی‌دارد. #ویروس‌کرونا
80,⭕️آسایشگاه سالمندان را فراموش نکنیم! بزن و برقص بچه های جنوب #تهران با بیماران و کادر درمانی آسایشگاه #کهریزک پس از ۹ ساعت عملیات #ضدعفونی این آسایشگاه کهریزک است که متاسفانه تعدادی هم مبتلا به ویروس #کرونا در اون وجود دارد. #نوروز #ویروس_کرونا #WHO #COVIDー19
81,#ترامپ:مرگ و میرها در #آمریکا بر اثر ابتلا به ویروس «#کرونا» از رکود اقتصادی ناشی از تعطیلی کسب و کارها کمتر خواهد بود مشتاقم به عید پاک بروم و می‌خواهم کسب و کارها تا آن موقع کارشان را آغاز کرده باشند ⁦🖋️⁩اگر سیستم درمان و شرایط روانی مطلوب باشه این حرف می تونه درست باشد
82,بعد از #کرونا و‌ در دوران نقاهت چه‌کار کنیم؟ بیماران کرونایی پس از ترخیص، نیاز به مراقبت‌های خاص و ویژه دارند، چون تا ۲هفته احتمال حامل بودن ویروس را دارند و همچنین احتمال بازگشت بیماری در آنها بسیار بالا است. اما اقدامات مورد نیاز در دوران #نقاهت پس از کرونا چیست؟ #coronavirus
83,🔴ترامپ با انتشار یک پست توییتری نوشت: مردم ما می‌خواهند سر کار برگردند.آنها حفظ فاصله اجتماعی و چیزهای دیگر را تمرین خواهند کرد و افراد مسن عاشقانه حمایت و مراقبت خواهند شد.ما می‌توانیم هر دو کار را با هم انجام دهیم. این بیماری از دیگر مشکلات که نمی‌تواند بدتر باشد. #ویروس‌کرونا
84,پرزیدنت روحانی امروز فرمودند: شاهد کاهش ورودی بیماران به بیمارستان ها هستیم. سخنگوی وزارت بهداشت درباره آخرین وضعیت ویروس کرونا در ایران اظهار کرد: از ظهر دیروز تا امروز، یک هزار و ۷۶۲ مورد جدید ابتلا به کووید ۱۹ در کشور شناسایی شد. پ ن: من دیگه هیچ حرفی ندارم...
85,بعد ازین هم کشت و کشتار هنوز برای مستی #الکل #متانول می خورید. بابا شماها خیلی شادید!!! (4 دختر و 4 پسر بعد از مهمانی الان به اتاق دیالیز رفتن) #کرونا #ویروس_کرونا
86,⭕️واکنش مقامات دیگر کشورها بە گفتەهای #خامنەای در مورد حملە #اجنە بە #ایران وزارت خارجە #آمریکا: حالا خامنەای حتی اجنه را نیز سرزنش می‌کند! آیا او هرگز مسئولیت ۴۱ سال ناکامی رژیم را خواهد پذیرفت؟ #كرونا #نوروز #ویروس_کرونا
87,کرونا+ویروس آمریکا + اروپا ایران+ چین قم+رم حرم+ واتیکان گهواره+رود نیل موسی ع+فرعون ان معی ربی + مکرو مکر الله و الله خیر الماکرین.... هر چی فکر میکنم نمی توانم این کلمات را بی ربط بهم بدانم. نمیشه که نمیشه....
88,جمهوری اسلامی مورد تایید ما ملت ایران نیست ما مردم ایران از جامعه جهانی میخواهیم هیچ گونه کمک مالی به این رژیم خودخوانده نکند، زیرا این پول ها به هیچ وجه برای کمک به ملت ایران برای مقابله با ویروس کرونا هزینه نخواهد شد و هیچ تجهیزاتی به دست ما نخواهد رسید. #COVIDSanctionsLie
89,یک تصویر و یک دنیا سخن #در_خانه_بمانیم #كرونا #نوروز #ویروس_کرونا #کرونای_ولایت_عامل_قتل_ملت #کروناویروس #قرنطینه_خانگی #WHO #COVIDー19
90,این ویروس بازگشت رفتار ماست از طرف طبیعت. رفتارمون رو عوض کنیم. #کرونا_ویروس #سوی_ما_آید_نداها_را_صدا
91,بیشتر ۵۰هزار ماسک، که توسط بچه‌های جهادی حاج قاسم، تا الان دوخته شده و بین خانواده‌های نیازمند و مراکز درمانی به صورت رایگان پخش شده. کاش غیرت هم مثل ویروس کرونا مسری بود... 
92,هلاک عقید جاوید مهری المجرم و القاتل الشباب الایرانی بسب مصابه بکرونا #إيران #نظام_الملالي #الارهاب #الشرق_الأوسط #ویروس_کرونا #coronavirus #COVIDー19
93,تحریم های ایالات متحده آمریکا علیه رژیم جنایتکار ایران باید ادامه پیدا کند و رژیم جنایتکار ایران باید به دلیل پنهان کاری در مورد شیوع ویروس #کرونا در ایران مجازات شود.@SecPompeo @realDonaldTrump #IslamicRepublicOfIranVirus
94,دلم میخواد ۱۲۰ سال عمر کنم فقط به این دلیل که بفهمم دقیقا این ویروس و اتفاق های اطرافش چگونه رقم خورده چون در وضعیت فعلی اصلا نمی تونم هیچ نظری حتی برای ذهن خودم بدم !! #كرونا #کروناویروس #کرونا_را_شکست_میدهیم
95,🔴 هشدار حشمت اله طبرزدی به روحانی : اگر به قانون قرنطینه تن ندهی کاخ ریاست جمهوری را بر سرت خراب خواهیم کرد. اگر قرار است در خانه هایمان با ویروس کرونا بمیریم، به سوی کاخهای شما می آییم و آن کاخها را بر سر شما خراب کرده و آنجا میمیریم. 
96,بیمارستان صحرایی #حزب‌الله #لبنان که با بودجهٔ درمانی مردم ستمدیدهٔ #ایران بنا شده است. چرا #سپاه_قدس برای حزب الله در لبنان بودجه دارد ولی برای مردم ایران نه!؟ #كرونا #نوروز #ویروس_کرونا #کرونای_ولایت_عامل_قتل_ملت #کروناویروس #قرنطینه_خانگی #درخانه_بمانیم #WHO #COVIDー19
97,جمهوری اسلامی کمک های بشر دوستانه جامعه جهانی را در بازار آزاد می فروشد و هیچ کمکی به مردم ایران جهت مقابله با ویروس کرونا نمیکند الان کمک نقدی از جامعه جهانی میخواهد برای هزینه جنگ های نیابتی و تجهیز تروریست های منطقه خاورمیانه #COVIDSanctionsLie
98,همینطور که به مبارزه با #کرونا ادامه میدین جمع تر بشینید ویروس بعدی تو راهه
99,برای اینکه از مبتلا ب ویروس کرونا باخبر باشین حتما از تلفن #شماره_۴۰۳۰ باخبر باشیم پیشگیری بهتراز درمان است #غربالگری_تلفنی
100,هر کدوم ویروس کرونا رو به خودش تلقین کنه و بعد روغن بنفشه رو استعمال کنه و زودتر خوب بشه پدر طب اسلامی هست.
101,ساکن ایرانم و با تمام وجود معتقدم #ویروس رژیم حاکم بر #ایران بسیار خطرناک‌تر از #کرونا ست. این حکومت، سال‌هاست زندگی را از مردم گرفته و به‌جایش فقر و افسردگی و بیماری‌های عصبی به‌بارآورده. پول نقد به دست جمهوری اسلامی نباید برسد. #COVIDSanctionsLie
102,🔴 حافظه تاریخی ؛ مقایسه اظهارات #آنگلا_مرکل، صدر اعظم #آلمان، درباره مبتلایان به ویروس #کرونا و اظهارات مقامات #جمهوری‌_اسلامی (اسفند ۹۸) #نوروز #ویروس_کرونا #کرونای_ولایت_عامل_قتل_ملت #کروناویروس #قرنطینه_خانگی #درخانه_بمانیم #WHO #COVIDー19
103,نه نه نه این ویروس رو پیشبینی میکنن که بعد از کرونا بیاد قوی شده کرونا با قدرت بیشتر
104,چین اولین پزشکی که این ویروس و بیماری رو گزارش داد و راجع بهش هشدار میداد رو دستگیر و سرکوب کرد که چند وقت بعد خود اون پزشک هم بخاطر کرونا فوت کرد. پس چرا باید بهش اعتماد کرد؟
105,🔻لازم به یادآوری است که پاسدار شریعتمداری گماشته خامنه ای در کیهان بعد از حرفهای روز ۴ فروردین #خامنه-ای علیه آمریکا به حضور این سازمان در #ایران اعتراض کرد. #كرونا #نوروز #ویروس_کرونا #کرونای_ولایت_عامل_قتل_ملت #کروناویروس #قرنطینه_خانگی #درخانه_بمانیم #WHO #COVIDー19
