,0
53,Maintaining a healthy lifestyle is vital especially during #COVID19 outbreak. This includes: ✔️Eating healthy diets 🥕 ✔️Staying physically active 🏃‍♂️ ✔️Quitting smoking 🚭 ✔️Avoiding alcohol consumption 🙅🍺 ✔️Getting enough sleep 💤 http://bit.ly/33JFVo0 #coronavirus
54,"Moody's has downgraded South Africa's credit rating to junk status, piling more anguish on an economy already in recession and battered by Africa's worst coronavirus outbreak http://u.afp.com/3qqT"
55,@ISICEM would like to thank all the #ICU staff around the world who are doing such an amazing job in such difficult times. They are today’s heroes ! Pic credit to Josef Lee #COVID19 #coronavirus #isicem20 #ICU #intensivecare #EmergencyMedicine
56,"#EuropeanParliament Plenary moves to Brussels - decision should have been made Monday, but credit to @EP_President Sassoli, better late than never. Less credit to French Chair of #environment Committee - didn't want me to talk about Strasbourg at Exchanges on #coronavirus today "
57,"#BREAKING IMF, World Bank call for governments to suspend debt payments by poorest nations so they can battle #coronavirus "
58,Scoop: Amazon warehouse workers in Staten Island are planning a strike on Monday to demand protections for employees who continue to come to work amid the coronavirus outbreak. They want Amazon to shut down JFK8 after an employee tested positive. 
59,".@Roche, when will you publish the recipe of your #COVID19 test so that other labs can ramp up the production to meet global demand? If not, States should intervene against this monopoly by legal means This is an urgent matter, the tests are needed NOW"
60,#coronavirus provides a quasi experiment of what would happen when oil demand peaks and starts to decline. One thing seems clear: oil producers would not be able to band together for long. 
61,Exxon Cracking Down on Employee Travel After Profits Collapse. The restrictions may signal intensifying concern among Exxon leadership about the prospects for a recovery as China’s coronavirus outbreak slams global energy demand. Bloomberg
62,UNCTAD urgently calls for a $2.5 trillion #coronavirus aid package to help developing countries avoid worst-case scenarios and impacts. https://bit.ly/2JoRTub #COVID19
63,🇺🇸 Jobs Some companies are hiring during the coronavirus pandemic 👉 https://www.isabelnet.com/?s=job h/t @StatistaCharts #markets #investing #coronavirusoutbreak #coronavirus #COVID19 #economics #recession #labor #unemployment #jobs #labormarket
64,It could take three years for the US economy to recover from #COVID-19 https://bit.ly/2vZjNcW #coronavirus 
65,"😷 What are countries around the world doing to contain &amp; slow the spread of the #coronavirus? Our 🆕 #COVID19 Country Policy Tracker allows you to explore the actions taken by each country to support citizens, businesses and the economy ➡️ http://oecd.org/coronavirus/en/#country-policy-tracker"
66,"EU takes action on all fronts to reduce the spread of the coronavirus, help procure medical equipment, support research on treatment and vaccines, prop up the economy to save people’s jobs and support companies - and much more. #coronavirus. "
67,"Moody's has downgraded South Africa's credit rating to junk status, piling more anguish on an economy already in recession and battered by Africa's worst coronavirus outbreak http://u.afp.com/3qqT"
68,"""For too long, politicians have assumed that child care and elderly care can be “soaked up” by private citizens—mostly women—effectively providing a huge subsidy to the paid economy. This pandemic should remind us of the true scale of that distortion."""
69,🔴 BREAKING - Coronavirus: G20 nations to inject $5 trillion into global economy https://f24.my/6K0t.t
70,🇩🇪 German economy could shrink by 10% this year due to #coronavirus: IW - Reuters 
71,French economy at about 65 percent of normal levels due to coronavirus outbreak https://f24.my/6JvY.t
72,We have also approved support and guarantee schemes in Germany 🇩🇪 and Spain 🇪🇸 and will continue working closely with EU countries to ensure timely support to their economy through these difficult times. More here → https://europa.eu/!CW47qj #coronavirus
73,"The EU’s future is climate-neutral: when the #coronavirus crisis is over and the economy recovers, it has to be done in sync with #EUGreenDeal, says Diederik Samsom, chief of political cabinet of @TimmermansEU"
74,"It is appropriate to focus public attention on the corona virus at the moment. But the climate crisis will not go away, and the European Green Deal is the best possible plan to revive the economy and European solidarity during and following the pandemic. "
75,"Dear climate & energy Twitter community, with the global economy likely to take a significant hit from the impact and response to the #coronavirus epidemic, it's time to think about green stimulus. Any thoughts? What are the must read studies on this topic?"
76,"Climate Emergency 🌍🔥⏳ Young generation in danger ⚠️ Sorry, we can’t take radical measures because jobs. Coronavirus 🦠 Old generation in danger ⚠️ Shit, let’s shut down airports, all conferences, ... never mind the impact on the economy. pic.twitter.com/GQcYjHujKA"
77,"The EU-India summit this month is postponed because of #coronavirus. I also doubt the EU-China summit will go ahead. In addition to being a problem for Strasbourg’s economy, the 🦠 is becoming an issue for international diplomacy."
78,Our first thoughts are with those affected by the #Coronavirus. We’re closely coordinating with Member States on measures to contain the spread of the virus. We’re also monitoring the wider fall-out on the economy - the ongoing uncertainty makes it hard to quantify at this stage 
79,The Indonesian government is bracing for the full impact from the #coronavirus outbreak to hit its economy in around three weeks from now when the supply of key machineries and raw materials from China is expected to grind to a halt 
80,"#coronavirus live updates: two senior Hubei officials sacked as deaths pass 1,000 – Some analysts are warning that the impact from the outbreak on the global economy could be much greater than #investors appear to think https://www.theguardian.com/world/live/2020/feb/11/coronavirus-live-updates-deaths-infections-symptoms-transmission-wuhan-china-cruise-ship-quarantine-cases-hong-kong?CMP=Share_AndroidApp_Tweet #CoronaOutbreak #investment"
81,"🔴How is #COVID19 impacting #OrganizedCrime around the world? How do illicit economies affect our ability to respond to the virus? 🎧Listen to the 1st episode of our 12-week long podcast series ""The Impact: Coronavirus and Organized Crime"" #CovidCrimeWatch"
82,"Since late 2019, the #coronavirus has spread across the globe, affecting many countries and economies. Follow the latest #COVID19 developments in your country in real time with this 🆕 AI-powered tool ➡️ http://oecd.ai/covid"
83,"For entrepreneurs in France whose business activities have been impacted by the spreading effects of the coronavirus, learn more about the measures taken by the government @LaFrenchTech to help out ⚠️"
84,"Sign now! Viktor #Orban's Fidesz just suspended the Hungarian parliament - governs now by decree as long as he wants. This does not fight the Corona virus, this fights democracy. We call on @EU_Commission to #DefendDemocracyDuringCorona and stop EU funds! https://www.change.org/p/european-commission-protect-democracy-during-the-corona-pandemic-a5009533-a22f-4a07-8da4-fc30c4a80b0d?recruiter=1065267194&amp;utm_source=share_petition&amp;utm_medium=copylink&amp;utm_campaign=share_petition"
85,"The EU stands by Eastern partners as part of the global response to #coronavirus: • we reallocated €140m for most immediate needs in Armenia, Azerbaijan, Belarus, Georgia, Republic of Moldova, Ukraine • we redirected €700m to mitigate economic impact https://europa.eu/!Hn44XH pic.twitter.com/QufdJJBsZF"
86,"As part of our global response to #coronavirus pandemic, we are reallocating €140m for our Eastern Partner countries &amp; redirecting existing instruments up to €700m to help mitigate economic impact. I wrote to PMs of 🇦🇲 🇦🇿 🇧🇾 🇬🇪 🇲🇩 🇺🇦 to outline this. https://ec.europa.eu/commission/presscorner/detail/en/IP_20_562"
87,#EUAntitrust #coronavirus The Commission remains committed to providing swift antitrust guidance on cooperation initiatives in view of the coronavirus crisis and today launched a dedicated website on this subject https://ec.europa.eu/commission/presscorner/detail/en/mex_20_560
88,"We are working to bring Europeans back home. ✔ 4,384 EU citizens repatriated via the EU Civil Protection Mechanism ✔ Almost 100 flights planned this week ✔ We are proposing to boost the #EUBudget by €45 million to help repatriation efforts https://europa.eu/!QU38QC #coronavirus "
89,Follow the advice of your public health authorities and the websites of relevant EU and international organisations: @ECDC_EU ➡️ https://europa.eu/!Bp89Nq @WHO ➡️ https://who.int/emergencies/diseases/novel-coronavirus-2019 You can also help by not sharing unverified information from dubious sources. #coronavirus
90,"RABAT, March 27 (Reuters) - The European Union pledged 450 million euros in aid to help Morocco counter the coronavirus, a joint EU-Moroccan statement said on Friday. Why?"
91,We continue to mobilise all the means at our disposal to fight the spread of the #coronavirus. 📥 Download 🆕 factsheet on EU’s response to the crisis: https://europa.eu/!bV48bB
92,We are working hard to keep art and culture alive and well in the times of #coronavirus. This is why we are launching #CreativeEuropeAtHome. Now more than ever we need the joy of a cultural experience 🎭 🎨. Visit the website for more details → https://europa.eu/!Xn96MN
93,The EU budget can add value when and where needed the most. We propose to make available another €75 million to repatriate EU citizens and enlarge the rescEU medical stockpile. More→ https://europa.eu/!Dx36Wj #Coronavirus 
94,"We call on EU countries to support air cargo operations during the #coronavirus crisis. New guidelines recommend operational steps to keep essential transport flows moving, including medical supplies and personnel. More here → https://europa.eu/!kh77yc"
95,"""Overnight, our way of life has changed. Our streets have emptied. Our doors have shut. But however tough the virus is, the people of Europe are just as tough."" Full speech by @vonderleyen on #Coronavirus at the European Parliament in all EU languages → https://europa.eu/!ht69xh"
96,"The US Congress approved a 2-trillion coronavirus aid package. Even though I welcome all the efforts from the @EU_Commission in presenting measures to fight #covid19, the EU response cannot be only 37bn euros. It is simply not sufficient."
97,We are taking a large number of initiatives in a wide number of areas in order to combat and tackle the effects of the #coronavirus crisis. Find out more from our website → http://ec.europa.eu/coronavirusresponse
98,New #H2020 Work Programme adopted. This update allocates increased funding to 🇪🇺 priorities including €47.5 million for urgently needed research &amp; innovation projects into the #coronavirus. ➡https://ec.europa.eu/info/news/commission-approves-horizon-2020-support-coronavirus-research-and-innovation-2020-mar-25_en
99,We have also approved support and guarantee schemes in Germany 🇩🇪 and Spain 🇪🇸 and will continue working closely with EU countries to ensure timely support to their economy through these difficult times. More here → https://europa.eu/!CW47qj #coronavirus
100,The CoR's #COVID19 Action Plan will support and assist local &amp; regional authorities on the forefront of the fight against the #Coronavirus pandemic. The 5 action points are➡️http://www.cor.europa.eu/COVID19-actionplan.t.go #EuropeansAgainstCOVID19 #StrongerTogether #eulocal
101,"I would like to thank the health workers for their enormous efforts throughout Europe and to all the people who work to make everything work, thanks to the citizens who act responsibly to prevent the spread of the Coronavirus. #COVID19 https://europa.eu/!nv47ux"
102,"Our bid to ensure supply of personal protective equipment to address the #coronavirus crisis has proven successful. Masks type 2 and 3, gloves, goggles, face-shields, surgical masks and overalls will soon be delivered to those in need. → https://europa.eu/!gW73Rw"
103,"The Coronavirus will reshape our world. We don’t yet know when the crisis will end. But we can be sure that by the time it does, our world will look very different. Read my blog post “The Coronavirus pandemic and the new world it is creating” #COVID19 https://europa.eu/!Bh68Mx"
104,To all the neurotypical people without anxiety disorders who're freaking out about coronavirus: 
105,Applications welcome from startups and SMEs with innovative solutions to tackle Coronavirus outbreak | European Commission https://europa.eu/!Ht67xK via @EU_Commission @CoR_President @RegMurciaBrux @FGaliciaEuropa @abruZZelles @ToscanaBXL @LawSchmitz @M_Gaudron @WolfgangPetzold
106,The economic impact of epidemics and pandemics 🌍⛑👩🏼‍🔬🏥💊 new read by @AngeDelivorias #coronavirus #COVID2019 #Costofnonaction ➡️ https://www.europarl.europa.eu/RegData/etudes/BRIE/2020/646195/EPRS_BRI(2020)646195_EN.pdf – at European Parliament Kohl Building
107,Today’s Council conclusions on the novel corona virus are a result of #EU2020HR’s coordinated efforts on all levels. The EU 🇪🇺 has shown a prompt reaction to a new common challenge. Read more: http://europa.eu/!BJ34vw #COVID19
108,"#China exports medical equipment to deal with #Coronavirus around the world - Meanwhile for many years the #US has exported Military and Financial Imperialism at a terrible cost for millions,+ continues to do so - Maybe it's time to start a #BDS Movement against United States..."
109,"Oh no... Belgium university confirms a cat contracted #coronavirus Cat’s owner developed symptoms, cat followed suit, suffering diarrhea, breathing difficulties and vomiting “It’s important to note that this is an isolated case, that there are no indications that occurs often”"
110,Bad luck or bad #policy response? How cognitive biases and partial solutions led Italy to become a disastrous battlefield of #Covid_19 #Harvard 👇
111,"""A vaccine is still at least 18 months away. In the meantime, we recognize that there is an urgent need for therapeutics to treat patients & save lives""-@DrTedros #COVID19 #coronavirus"
112,"🇷🇺 In #Moscow, a network of 100,000 cameras equipped with facial recognition technology are being used to make sure anyone placed under #quarantine stays off the streets #coronavirus #lockdown #Russia #COVID19"
113,"The need for reliable sources of information is more important than ever. That's why @EP_ScienceTech #ESMH has compiled a list of sources from recognised official international webpages providing daily updates, data &amp; maps about the new #coronavirus. 👇 "
114,This is consistent with the calculation I made from the rebound of « flu » reported by #sciensano a few days ago. The order of magnitude is right but I obtained 5% instead for #Belgium #coronavirus 
115,Some powerful straight talking from #Serbia who have to look to #China for help with #coronavirus - Exposing the hypocrisy of the #EU - We have a lot to learn about #Solidarity from China and others. Europe needs to wake up to reality that the virus doesn't recognize borders...
116,"Dear climate & energy Twitter community, with the global economy likely to take a significant hit from the impact and response to the #coronavirus epidemic, it's time to think about green stimulus. Any thoughts? What are the must read studies on this topic?"
117,"Someone should do a study about whether and how different countries are providing information about #coronavirus in their national signed languages. Significant differences in approach, speediness and quality. #covid2019 #1ntSL"
118,"‘I will not be able to earn a living for the foreseeable time. My business and livelihood are completely destroyed.’ I thought I knew how hard this is for so many people, but I couldn’t read to the end of this. Does government actually understand?"
119,"#Covid19 is continuing to cause uncertainty across all sectors, especially for #SMEs. We have put together 15 actions for governments to protect European SMEs @SMEunited @ThierryBreton @profMarekBelka @EU_Growth @FTomaM1973 Check it out here:"
120,"VIDEO: 🇪🇸 Madrid's streets lie empty after the death toll from #coronavirus in Spain soared over 4,800 with 769 people dying in 24 hours, a record one-day figure for fatalities in the country, the government said "
121,"Italian government and journos not impressed: after hours of disagreement, EU leaders have delayed a decision on coordinated fiscal response by another two weeks (when even 2 days are an age in terms of #coronavirus devastation at the moment) "
122,"In a drastic step, Italy has shut down most of its heavy industry to slow the spread of the #coronavirus. But trade unions say some workers are still at risk and are calling on the government to go even further and shut down all non-essential production. "
123,Cosmopolitan moment? Call for new global government to fight impact of #COVID2019
124,"#BREAKING IMF, World Bank call for governments to suspend debt payments by poorest nations so they can battle #coronavirus "
125,"In response to #COVID19, governments should: 💸 Provide resources for the immediate public health emergency 📉 Buffer the economic shock 🛤️ Develop a path towards recovery 👍Earn back the confidence of citizens See our recommendations ⤵️ #coronavirus "
126,"Today, governments are managing the medical crisis caused by Covid-19 & quickly building financial firewalls. When they launch stimulus plans to drive the economic recovery, they'll have a big chance to boost clean energy transitions as well. My latest:"
127,"""The airline is pressing its government for a moratorium on new taxation, “in particular the tax being discussed within the European Green Deal” Anonymousn (of course!)✈️ executive using Covid to lobby against EU's ambitious climate agenda."
128,"Italy is on the verge of a general strike after the country's three main unions disagreed with the government's definition of ""essential"" activities that would be allowed to continue working through the coronavirus crisis "
129,New Slovak government sworn in amid coronavirus crisis http://dlvr.it/RSPFGC
130,[Coronavirus] #DigitalRights defenders raise the alarm over government-led #emergency efforts to use personal data to curtail the spread of #Covid19.
131,Tackling the #coronavirus: view our suggested #taxpolicy &amp; #taxadministration measures governments can take to help taxpayers during the #COVIDー19 pandemic. 🔍 View additional policy responses from the @OECD on our dedicated website ➡️ http://www.oecd.org/coronavirus
132,"#BREAKING More than one billion people have been asked to stay home in more than 50 countries and territories around the world as governments battle the coronavirus pandemic sweeping the globe, according to an AFP tally "
133,"In real life he's been dead for the past 13 years but last night I dreamt I was staying with my dad during the coronavirus outbreak. We sat in garden while he took the piss out of the government, the supermarkets, the public, the neighbours, me. Was quite reassuringly hilarious."
134,The UK government is taking over the country's national railways
135,Coronavirus: Russia doctors say government is covering up cases https://www.businessinsider.com/coronavirus-russia-doctors-say-government-is-covering-up-cases-2020-3 h/t @b_nishanov
136,"NEW: All pubs, restaurants and leisure centres across London will be ordered to close as the government steps up its emergency measures to combat the spread of coronavirus - reports @PickardJE"
137,"Shocking report on Sky News about the reason behind the UK government’s sudden switch its from controlled spread approach to suppression of the coronavirus: experts told them that a best case scenario under the existing model was 250,000 deaths."
138,You may or may not believe the government's scientific advisers on the UK's coronavirus plans but Jesus there's some mad shit conspiracy theories going around on Twitter. Get a grip you mad fools.
139,"Britain's journalists, from left, right and centre, are collectively failing to question the government's coronavirus response. I am really disappointed in people I once had some regard for."
140,Interesting point: #Belgium’s regional governments have had a disjointed approach to #CoronaVirus. This is a problem also in other federal countries like Germany and the US Last night the states agreed to pass authority on this to the federal government. What if EU did the same? 
141,"For entrepreneurs in France whose business activities have been impacted by the spreading effects of the coronavirus, learn more about the measures taken by the government @LaFrenchTech to help out ⚠️"
142,"In #balochistan, army's puppet #government led by @jam_kamal is well prepared to control #coronavirus. @WHO should learn from these people 👇"
143,"Message of hope for today: bending the curve is possible. #COVID19 can be contained, as demonstrated by South Korea (see⬇️) China, and Singapore. But it takes hard work &amp; huge sacrifices of governments, health personnel &amp; citizens. #coronavirus #COVID2019 @ifrc"
144,The Italian government today approved emergency measures limiting movement for over 16 million citizens until April 3 to contain the spread of coronavirus 
145,The Commission commends the efforts of the Italian government & its citizens to contain the spread of the #Coronavirus. You have our full solidarity &amp; our thoughts go to those affected. We’re working on all fronts to support efforts to tackle the epidemic. Our letter to Italy👇 
146,BREAK: Italian government decides to close schools and universities nationwide until mid-March due to coronavirus outbreak #CoronaVirusUpdate
147,"In response to questions on the on-going novel coronavirus (COVID-19) outbreak, Amb. Zhang assures that the Chinese government is taking actions to address the issue. "
148,Another awful blow to #HongKong as Apple Daily founder Jimmy Lai+democrats Lee Cheuk Yan &amp; Yeung Sum arrested allegedly for Unlawful Assembly in August 2019 Why is HK government focus on hammering pro-democracy leaders rather than fighting coronavirus? https://www.nytimes.com/2020/02/28/world/asia/jimmy-lai-hong-kong-arrested.html
149,The Indonesian government is bracing for the full impact from the #coronavirus outbreak to hit its economy in around three weeks from now when the supply of key machineries and raw materials from China is expected to grind to a halt 
150,"Just found out that my ski holiday at Easter is off as French ski resorts are closing for the season due to #coronavirus. Although gutted my thoughts are with businesses and staff in the Alps losing a quarter of their season and income. Keep safe, see you next winter @LaPlagne"
151,Our goal is to make sure our companies - big and small - have the liquidity they need to withstand the shock. And that jobs and incomes of affected workers are protected. We have all the tools we need at our disposal. We will use them fully as the situation evolves. #coronavirus – at European Commission - Berlaymont
152,"As #coronavirus spreads to poorer countries, here's how the world can help https://bit.ly/3auI5us #covid19 #inequality @oxfam"
153,Get the latest information about novel corona virus from world health organization. 
154,Follow the advice of your public health authorities and the websites of relevant EU and international organisations: @ECDC_EU ➡️ https://europa.eu/!Bp89Nq @WHO ➡️ https://who.int/emergencies/diseases/novel-coronavirus-2019 You can also help by not sharing unverified information from dubious sources. #coronavirus
155,You can read here my article for @WiredUK about the lauch of @infotagion our new service to combat disinformation about COVID-19; 'Coronavirus lies are going viral. It’s essential we all fight back' 
156,What else spreads like a virus and is highly contagious? This fantastic video by @bellingcat helps you navigate the disinfo ecosystem around #COVID19: https://www.bellingcat.com/news/2020/03/25/the-coronavirus-disinformation-system-how-it-works/
157,"4/ Doctors in Taiwan had learned from their colleagues in mainland China that medical staff were falling ill from the coronavirus, a sign of human-to-human transmission that Taiwan passed on to the WHO on December 31, information that the WHO did not communicate to other nations."
158,"Amid the COVID-19 pandemic, lives depend on accurate and timely information. We have collected over 150 examples of pro-Kremlin disinformation about the coronavirus. Stay ahead. Stay aware. https://euvsdisinfo.eu/disinformation-can-kill/"
