date,text,sentiment,subjectivity,polarity
2020-03-23 20:44:15,Good news from Italy. 2 weeks after the major lock down numbers of new cases and deaths are decreasing for the second day in a row. Stick with it. It is tough as the numbers get worse each day. Never give up hope. You know it will work. #coronavirus,"Sentiment(polarity=-0.006511544011544024, subjectivity=0.46810966810966814)",0.46810966810966814,-0.006511544011544024
2020-03-23 17:54:11,Number of people recovered from #coronavirus reached 100000!! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 16:59:44,#COVID19 #coronavirus Regione #Lazio,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 23:27:54,#Ferrari will produce respirators to help in #coronavirus #pandemic ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 22:21:47,US policy towards #coronavirus at the moment. ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 21:48:11,Bishop Schneider: Living the Faith When Public Worship is Prohibited https://edwardpentin.co.uk/bishop-schneider-living-the-faith-when-public-worship-is-prohibited/ #coronavirus #covid19,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.06666666666666667,0.0
2020-03-24 21:38:14,Two Catholic Doctors in Bergamo Urgently Ask for Your Prayers https://www.ncregister.com/blog/edward-pentin/two-catholic-doctors-in-bergamo-issue-urgent-prayer-appeal @NCRegister #coronavirus #COVID19,"Sentiment(polarity=0.0, subjectivity=0.1)",0.1,0.0
2020-03-24 19:12:34,Attorney General Bill Barr said on Monday that the Justice Department would crack down on people hoarding medical equipment or supplies on an industrial scale for the purpose of manipulating the market #Coronavirus ,"Sentiment(polarity=-0.03518518518518519, subjectivity=0.262962962962963)",0.262962962962963,-0.03518518518518519
2020-03-24 16:58:04,#COVID2019italia #coronavirus Regione #Lazio,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 14:01:21,#Coronavirus – #Climate Crisis Connection. A Press Review on #CMCCForesight http://ow.ly/pBEO50ySXRH,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 13:17:27,"America’s Surgeon General, Dr. Jerome Adams, on what you should do if you think you might have #coronavirus. ","Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.5,0.05000000000000002
2020-03-24 12:38:38,In the midst of every crisis lies great opportunity. Check out @Official_Manet 's latest blog post to discover how to thrive after the #coronavirus crisis if you own a hotel or vacation rental. #crisismanagement #hotelmanagement #hospitalityindustry #opportunity,"Sentiment(polarity=0.6333333333333333, subjectivity=0.8833333333333333)",0.8833333333333333,0.6333333333333333
2020-03-24 11:27:50,Funny and serious as the same time. #Covid19 #coronavirus ,"Sentiment(polarity=-0.027777777777777773, subjectivity=0.5972222222222222)",0.5972222222222222,-0.027777777777777773
2020-03-24 11:21:01,Informed and Responsible? #coronavirus ,"Sentiment(polarity=0.2, subjectivity=0.55)",0.55,0.2
2020-03-24 11:15:58,Scuba masks modified for #coronavirus therapy ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 10:14:27,Stime #coronavirus #turismo #trasporti,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 09:31:57,File aggiornato/File updated #COVID19 #coronavirus http://polinamic.it/it/cronologia-dei-nuovi-casi-giornalieri/,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 04:34:53,PLEASE READ! This is a great analysis. This kind of information is too crucial and must be read and thought about by as many people as possible. #coronavirus #COVID2019 https://amp.ft.com/content/19d90308-6858-11ea-a3c9-1fe6fedcca75?__twitter_impression=true,"Sentiment(polarity=0.38, subjectivity=0.8300000000000001)",0.8300000000000001,0.38
2020-03-24 00:36:12,"Video from #Miami Ocean Drive, yesterday. Idiots are all around the world, that's the real virus!! #coronavirus ","Sentiment(polarity=-0.24375000000000002, subjectivity=0.55)",0.55,-0.24375000000000002
2020-03-23 16:02:27,Impact of COVID-19 on #FoodSecurity and Nutrition (FSN) @UN_CFS https://fscluster.org/coronavirus/document/impact-covid-19-food-security-and #COVIDー19 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 14:36:57,"The earth keeps living, and this is wonderful, confines in a cage only human beings. Maybe it's sending a message: ""You're not indispensable. Air, soil, water, sky are well without you. Once you'll come back, remember you're only my guest. Not my owner."" #StayAtHome #coronavirus ","Sentiment(polarity=0.13333333333333333, subjectivity=0.6666666666666666)",0.6666666666666666,0.13333333333333333
2020-03-23 13:33:47,The novelty of having a church service in the living room is it spurs my children into action. Sunday during the #coronavirus ,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1
2020-03-24 22:19:33,Putin #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 18:18:56,#sarscov2 #flattenthecurve #covid19italia #CovidSpain #CoronavirusEspaña #COVID19España #StayAtHome #coronavirus #covid19 UPDATED 24/03,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 12:36:52,Today's #coronavirus homily from #PopeFrancis was a spiritual kick in the pants:,"Sentiment(polarity=0.0, subjectivity=0.13333333333333333)",0.13333333333333333,0.0
2020-03-24 12:08:42,The story of Milla recovered from #coronavirus in Gaza | From Our Correspondent Batool Abdullah https://dailyworker.it/coronavirus-in-palestine/ #Palestine #covid19world,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 11:55:35, towards the turning point. #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 09:55:02,China unleashed another deadly virus . #Hantavirus #coronavirus #coronavirusitalla,"Sentiment(polarity=-0.2, subjectivity=0.4)",0.4,-0.2
2020-03-23 16:21:03,Selfie #Coronavirus #fulvioabbate,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 16:14:32,"We at @ISINNOVA are deeply grateful to all those fighting #COVID19, but it's another #Isinnova using #3Dprinters to build desperately needed #respirator parts for #coronavirus patients. You can find them at http://www.isinnova.it. Many thanks to them &amp; the brave doctors &amp; nurses","Sentiment(polarity=0.18000000000000002, subjectivity=0.62)",0.62,0.18000000000000002
2020-03-23 16:10:27,aged like milk! @realDonaldTrump #coronavirus ,"Sentiment(polarity=-0.125, subjectivity=0.4)",0.4,-0.125
2020-03-23 15:21:32,Covid Is like Covid. No one likes It #COVID19 #coronavirus,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 14:01:20,#Coronavirus – #Climate Crisis Connection. A Press Review on #CMCCForesight http://ow.ly/pBEO50ySXRH,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 13:13:29,There are no words to describe how much grateful I am towards all you. Many cities all over the world showed their solidarity to #Italy hit by the #coronavirus. Thank you to all of you! ,"Sentiment(polarity=0.4125, subjectivity=0.35)",0.35,0.4125
2020-03-23 13:00:51,#God has already responded to these trials! #faith #coronavirus https://buff.ly/2OUMrkC,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 12:03:11, #COVIDー19 #earthquakecroatia #coronavirus what else?! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 10:26:52,#coronavirus I am well and #IStayAtHome pic.twitter.com/QYMgBHI8wG,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 10:16:27,Immense thanks Russian #coronavirusitalla #VirusChina #coronavirus ,"Sentiment(polarity=0.06666666666666667, subjectivity=0.39999999999999997)",0.39999999999999997,0.06666666666666667
2020-03-23 09:12:02,File aggiornato/File updated #COVID19 #coronavirus http://polinamic.it/it/cronologia-dei-nuovi-casi-giornalieri/,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 07:03:19,#Coronavirus #Covid_19 Distanciation sociale,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 17:16:15,Proud of our work! Thanks to @BJSM_BMJ https://bjsm.bmj.com/content/early/2020/03/24/bjsports-2020-102306 #coronavirus #football,"Sentiment(polarity=0.6, subjectivity=0.6)",0.6,0.6
2020-03-24 15:57:05,Italy: Some of Italian nurses & doctors after long hours of work in intensive care. proud of you guys. Proud to be a Italian citizen #forzaitalia #coronavirus pic.twitter.com/OMoJ0vCZTG,"Sentiment(polarity=0.31, subjectivity=0.48)",0.48,0.31
2020-03-24 15:29:51,"Coronavirus Symptoms, Cure & Preventive Guidelines By World Health Organization. #coronavirus #COVID2019","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 15:22:29,Naomi che pubblica De Luca just made my day #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 13:27:35,"Why are the players worried for #coronavirus , if in Russia there are almost 0 cases of the disease? #Candidates2020","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 13:17:43,#StayAtHome to take care of yourself and your loved ones. #coronavirus ,"Sentiment(polarity=0.7, subjectivity=0.8)",0.8,0.7
2020-03-24 10:30:47,It's gonna get a lot worse before it gets better. My prediction is we gonna be quarantined until July #coronavirus #QuarantineLife,"Sentiment(polarity=0.04999999999999999, subjectivity=0.55)",0.55,0.04999999999999999
2020-03-24 09:39:27,Worst thing about #coronavirus in USA is #trump,"Sentiment(polarity=-1.0, subjectivity=1.0)",1.0,-1.0
2020-03-24 09:09:55,#coronavirus Italia ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 22:02:33,MUST READ #coronavirus #bergamo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 17:45:28,"Today (March 23rd) the daily percentage growth of confirmed #COVID19 cases in Italy is 8.10%, from 59,138 to 63,927. The absolute increase amounts to 4789 cases and is lower than the increase in the four previous days. See the graph on daily % growth. #coronavirus ","Sentiment(polarity=0.0866666666666667, subjectivity=0.4133333333333333)",0.4133333333333333,0.0866666666666667
2020-03-23 07:28:26,YOU.MUST.STAY.HOME!!! #coronavirus #BowieForever #Bowie #DavidBowie,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 05:55:56,How can you #Travel during International #Coronavirus Outbreak? @opilloleviaggio https://www.allperfectstories.com/international-coronavirus-outbreak/ via @perfectstories_,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 23:41:11,#COVIDー19 #ريح_في_دارك Are You Protecting Yourself Correctly From #coronavirus CORONAVIRUS? https://www.ta7milat.com/2020/03/are-you-protecting-yourself-correctly.html,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 22:37:50,"In this time of #coronavirus we have listened to a certain rhetoric of #war, as if a militaristic approach was necessary. WE ARE NOT AT WAR, we must reject this rhetoric that is functional to dangerous and unconfessable political designs: we must resist.","Sentiment(polarity=-0.09642857142857142, subjectivity=0.6428571428571429)",0.6428571428571429,-0.09642857142857142
2020-03-24 12:55:06,"Meanwhile in Italy ""Everything will be fine"" #CoronaVirusitaly #coronarvirusitalia #CoronaVirus #andratuttobene #celafaremo","Sentiment(polarity=0.4166666666666667, subjectivity=0.5)",0.5,0.4166666666666667
2020-03-24 12:22:57,Hey #coronavirus... suca!!! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 08:33:59,"Ops, sorry. #Coronavirus ","Sentiment(polarity=-0.5, subjectivity=1.0)",1.0,-0.5
2020-03-24 08:03:24,"No, #coronavirus cannot win if there are people like these!! ","Sentiment(polarity=1.0, subjectivity=0.4)",0.4,1.0
2020-03-24 07:49:23,"I know when to go out When to stay in : N. O. W ! #coronavirus #BowieForever #DavidBowie get things done, kooks : stay home and safe!","Sentiment(polarity=0.625, subjectivity=0.5)",0.5,0.625
2020-03-24 05:09:16,Directory #Covid19 #CoronaVirus #Crowdsearcher: Emerald,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 02:26:02,Not even Lars von Trier... #coronavirus #COVIDー19 #StateOfEmergency @_LarsVonTrier,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 22:20:08,"An army of women religious is responding to the global #coronavirus emergency as they serve the sick, often at the risk of their own lives. ","Sentiment(polarity=-0.02857142857142858, subjectivity=0.5267857142857143)",0.5267857142857143,-0.02857142857142858
2020-03-23 21:57:04,"The archpriest of Casnigo (Bergamo, #Italy), Don Giusppe Berardelli (72 y.o), has died after he decided to donate the pulmonary ventilator that his parish bought him after he got infected by #coronavirus to a younger man who was in turn infected. ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 16:41:20,Frightening #coronavirus #ICU,"Sentiment(polarity=-0.5, subjectivity=1.0)",1.0,-0.5
2020-03-23 12:58:40,Me trapped in quarantine #StayHomeCanada #coronavirus ,"Sentiment(polarity=-0.2, subjectivity=0.0)",0.0,-0.2
2020-03-23 01:51:02,@SenSchumer @SenateDems Pass the #fu&amp;$!ing #coronavirus Bill. ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 20:17:59,"Italian solidarity. The Government launched an appeal for 300 volunteer doctors to fight #coronavirus . In one day 7900 doctors answered. 7900... how do you comment this? Marvellous, marvellous people . More than proud. ","Sentiment(polarity=0.43333333333333335, subjectivity=0.5)",0.5,0.43333333333333335
2020-03-22 20:16:32,"Teleworking, conference calls, and walking close to home. #coronavirus #staywell","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 06:07:58,The latest ORE12group QUOTIDIANO! http://ore12italia.eu Thanks to @PsicologicaBlog @mr_loto @zazoomblog #salute #coronavirus,"Sentiment(polarity=0.4125, subjectivity=0.55)",0.55,0.4125
2020-03-24 05:10:02,"Maybe, he woke up. #COVIDー19 #coronavirus ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 21:28:14,Visit https://coronamap.it/ for worldwide #coronavirus map #coronamap #coronavirus #coronavirusitalla,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 16:27:56,A simple google scholar search gives over 6k publications on #coronavirus this year...maybe some fields do publish faster than others (for good reasons one has to assume) ,"Sentiment(polarity=0.35, subjectivity=0.47857142857142865)",0.47857142857142865,0.35
2020-03-23 16:14:55,"I'm sure a lot of people are wondering what jobs are ""essential"". If you are unsure here is a list. Hope it helps! #covid19 #Coronavirus #essentialworkers","Sentiment(polarity=0.25, subjectivity=0.5944444444444444)",0.5944444444444444,0.25
2020-03-23 11:35:50,"The work at the #coronavirus time. The biggest #lockdown in the world started and the phrase that resonates in the mind is: ""United we win!"" Our team has never been more united than today. Italy, UK, Ireland, Dubai, Thailand have never been closer. #Iorestoacasa","Sentiment(polarity=0.75, subjectivity=0.45)",0.45,0.75
2020-03-23 08:31:17,"#Coronavirus: Young people are not ‘invincible’, WHO warns @bbchealth | #ECM","Sentiment(polarity=0.1, subjectivity=0.4)",0.4,0.1
2020-03-22 16:05:15,This tragic story speaks to the dedication of women religious in #Italy and around the world who are courageously fighting a silent war against the #coronavirus pandemic by serving those in their care. Via ⁦@Crux⁩,"Sentiment(polarity=-0.25, subjectivity=0.3666666666666667)",0.3666666666666667,-0.25
2020-03-22 16:05:04,"#PopeFrancis invites all Christians to join together in praying the Our Father at noon on Wednesday, 25 March, as a response to the Covid-19 #coronavirus pandemic. ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 14:00:06,Where’s Wally 2020 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 13:54:26,State a casa/Stay home @Snoopy #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 13:27:00,"In the middle of fighting against #coronavirus, 5,4 magnitude #ZagrebEarthquake happened. I hope the people that were affected by it recover asap and ones who lost their homes are able to recover, too. ","Sentiment(polarity=0.25, subjectivity=0.3125)",0.3125,0.25
2020-03-22 12:49:10,Pope Francis has asked us to respond to the #coronavirus pandemic with the universality of prayer. Join us in sharing the Holy Father’s message and uniting in prayer. RT! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 12:36:21,"Respect the safety distance, to protect ourselves and others. #COVID19italia #coronavirus ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 12:20:57,https://www.tgcom24.mediaset.it/mondo/coronavirus-la-repubblica-ceca-ha-sequestrato-un-lotto-di-mascherine-inviate-allitalia-dalla-croce-rossa-cinese_16430650-202002a.shtml #Czech #coronvirusitalia #coronavirus @luigidimaio @Quirinale Shame on you !,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 12:06:28,#Coronavirus #Covid_19 Distanciation sociale Respect...!!! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 10:46:45,"Strong earthquake shaked Croatian capital Zagreb. The earthquake struck amid a partial lockdown cause of the spread of the #coronavirus, but people had no choice and they ran out of their homes, mums with newborns from damaged hospitals... Please help anyway you can... ","Sentiment(polarity=0.16666666666666663, subjectivity=0.5166666666666666)",0.5166666666666666,0.16666666666666663
2020-03-22 10:33:40,"Please, don't underestimate. #stayathome in your countries too. #coronavirusitalia #coronavirus ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 11:16:52,I Sultue you Sir. You are So intelligent. RUSSIA: Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home...Stay Safe Everyone!! #coronavirus ,"Sentiment(polarity=0.790625, subjectivity=0.7)",0.7,0.790625
2020-03-22 10:57:09,File aggiornato/File updated #COVID19 #coronavirus http://polinamic.it/it/cronologia-dei-nuovi-casi-giornalieri/,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 10:25:12,First Coronavirus and then this morning an earthquake in Zagreb! Zagreb Stay strong! #coronavirus #Zagreb #zagrebpotres,"Sentiment(polarity=0.4270833333333333, subjectivity=0.5333333333333333)",0.5333333333333333,0.4270833333333333
2020-03-22 10:23:10,This is absolutely amazing! A great virtual choir in the time of the #coronavirus. ,"Sentiment(polarity=0.7750000000000001, subjectivity=0.825)",0.825,0.7750000000000001
2020-03-22 09:19:16,The Vatican this Sunday morning on day 12 of Italy’s #COVID19 #coronavirus lockdown ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 08:54:00,Which Mask I must use? Against #coronavirus #COVIDー19,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 08:50:38,"The first female nurse who gave everything till the end respecting her oath died yesterday in Italy. Everlasting love and respect to you for showing the great value of this beautiful profession . RIP. Keep me forever, with you. #coronavirus #iorestoacasa #italystaystrong","Sentiment(polarity=0.48, subjectivity=0.5700000000000001)",0.5700000000000001,0.48
2020-03-22 08:49:49,"Life is suffering, as @jordanbpeterson says. It's not good or bad it's just as it is. Stay strong and cool people of #Zagreb after this terrible #earthquake and don't forget about #COVIDー19 #coronavirus ","Sentiment(polarity=-0.2533333333333333, subjectivity=0.73)",0.73,-0.2533333333333333
2020-03-22 08:21:35,วันนี้มันวันอะไร!!! Can't stay in the house because earthquake and outside it of snow on the springs + coronavirus. Wtf this day. #Croatia #earthquake #coronavirus ,"Sentiment(polarity=-0.25, subjectivity=0.525)",0.525,-0.25
2020-03-22 07:26:27,"Posted withregram • @lofficielitalia #CORONAVIRUS - From the creation of clothes to the creation of masks: the fashion brands that support the emergency Covid-19 are @ermannoscervino, lescopains_official but also… https://www.instagram.com/p/B-BwkdtiAXD/?igshid=14m6761zb7rtu","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-22 07:23:07,"[3/3] #coronavirus #positive Milan: wild hares repopulate the parks, since no human beings are around","Sentiment(polarity=0.10909090909090909, subjectivity=0.34848484848484845)",0.34848484848484845,0.10909090909090909
2020-03-22 07:21:11,"[2/3] #coronavirus #positive Venice: streams are so clean that you can see the fishes inside, and swans swimming","Sentiment(polarity=0.296969696969697, subjectivity=0.6227272727272728)",0.6227272727272728,0.296969696969697
2020-03-22 05:50:04,Definitely not an apocalypse #Earthquake #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.5)",0.5,0.0
2020-03-22 02:35:44,She has a point #COVIDー19 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 20:35:36,"RIP to an Italian hero, Dr Giuseppe Finzi, who died of #coronavirus in Parma today. He was the director of the Parma Day Hospital.... another doctor fallen in the line of duty... ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 20:33:56,From next week #coronavirus will claim down,"Sentiment(polarity=-0.07777777777777779, subjectivity=0.14444444444444446)",0.14444444444444446,-0.07777777777777779
2020-03-21 20:10:03,"The Holy Family Hospital in Bethlehem specializes in maternity and neonatal critical care, but is struggling to help vulnerable families in the #HolyLand due to the fallout of the #coronavirus pandemic. ","Sentiment(polarity=-0.20833333333333334, subjectivity=0.5583333333333333)",0.5583333333333333,-0.20833333333333334
2020-03-21 20:08:04,Mood. #coronavirus #coronavirusitalia #StayAtHome,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 19:41:32,hey guys... this is a #COUNTDOWN! CHANGE from album 'CARBON' https://www.youtube.com/watch?v=MImMnxnrA40&amp;fbclid=IwAR0Px-jgJqjeMgXvv72Lpn6Wc7BG2uyypqaF-xgNAAgiJCOPyKjXJ9wJAqQ #covid19 #metalitalia #coronavirus #streaming #metal #italia #covid19italia #metalcore #iorestoacasa #metalgirl #femalemetal #groovemetal #femalefrontedmetal #metalheads #lovemetal,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 18:45:57,Only marble can be kissed in the age #coronavirus ,"Sentiment(polarity=0.0, subjectivity=1.0)",1.0,0.0
2020-03-21 18:02:23,#Coronavirus - sindrome di down https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.superabile.it%2Fcs%2Fsuperabile%2Fsportelli-e-associazioni%2F20200320-aipd-su-giornata-down-.html&amp;h=AT0UK3p8AMKS2zhg4UwA62Z9tTiLnwAqDaGMOLW3zp0L4SAoZ0DPTa8B5NhQ9yy8jrzDF_UfSWH3LPX4mtLjNXWdCtzzmp8T5owhwrgazj,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",0.2888888888888889,-0.15555555555555559
2020-03-21 17:55:05,"""Oh, my God! #coronavirus killed Kenny!"" ""You bastard!"" @SouthPark pic.twitter.com/jB39o4wuxV","Sentiment(polarity=-0.3125, subjectivity=0.0)",0.0,-0.3125
2020-03-21 16:07:21,SPICE GIRLS TALKIN’ TO CORONAVIRUS: #SPICEGIRLS #CORONAVIRUS ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 16:03:57,Also @SwarmApp tells you to #StayAtHome #Covid_19 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 15:14:15,you're all invited life goes on #madsmikkelsen stay home stay safe! #StayAtHome #StayHome #coronavirus ,"Sentiment(polarity=0.625, subjectivity=0.5)",0.5,0.625
2020-03-21 15:00:08,"Over the past few days, I have prepared a message regarding our battle against the #coronavirus. I have tried to respond to the various concerns and questions which the pandemic has stirred up in souls who are in communication with me. ","Sentiment(polarity=-0.15, subjectivity=0.2833333333333333)",0.2833333333333333,-0.15
2020-03-21 13:48:56,#LesNuitsFauves Remake #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-21 12:57:37,For yours and others health #StayAtHome #Covid_19 #Coronavirus Cr: Tadyellow on IG ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
