date,text,sentiment,subjectivity,polarity
2020-03-24 16:29:47,Please - this is important - let's work together to save lives by staying apart. #COVID19 #StayHomeSaveLives #coronavirus ,"Sentiment(polarity=0.4, subjectivity=1.0)",1.0,0.4
2020-03-24 16:24:12,"For details on all the support available to businesses affected by #coronavirus, click here ","Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4
2020-03-24 15:39:19,Read it. Share it. Prevent it. #Coronavirus #ScamAware,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 15:21:01,Seek #divine help against #coronavirus from HDE Ra #GoharShahi . For details watch @AlRa_TV @YouTube live everyday. #Hantavirus #COVIDIDIOTS #SocialDistance #boycottweatherspoons #CoronavirusLockdown #StayAtHomeOrder #Pakistan #coronavirusturkey #حرامی_میڈیا #Sufism,"Sentiment(polarity=-0.03181818181818183, subjectivity=0.55)",0.55,-0.03181818181818183
2020-03-24 15:06:58,BREAKING: India’s Prime Minister has ordered a lockdown of all 1.3 billion people in the country for 21 days due to the #coronavirus pandemic. More on this breaking story: http://trib.al/ACRSdIC,"Sentiment(polarity=0.1875, subjectivity=0.4375)",0.4375,0.1875
2020-03-24 14:37:40,A pharmacy in China. #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 13:57:06,Day one working from home this shit is stressful #coronavirus pic.twitter.com/Lr0jWXiAjp,"Sentiment(polarity=-0.2, subjectivity=0.8)",0.8,-0.2
2020-03-24 13:53:24,1/5 Following misleading information on our commitment to renters and landlords – we want to be clear that the emergency legislation means there can be no evictions as a result of #coronavirus for 3 months – and we’ve taken the power to extend if necessary #covid19,"Sentiment(polarity=0.03333333333333334, subjectivity=0.49444444444444446)",0.49444444444444446,0.03333333333333334
2020-03-24 13:45:38,"VPNs, 2FA, BYOD, secure routers, Wi-Fi hotspots, encryption: all things you need to consider for your staff who are working at home during #coronavirus or any other time #covidonlinesafety","Sentiment(polarity=0.1375, subjectivity=0.4875)",0.4875,0.1375
2020-03-24 12:22:05," IT'S OFFICIAL #Coronavirus might have postponed most Pride's this summer, but #VirtualPride is coming to your living rooms SATURDAY 23RD MAY! #pride #pridemonth #lgbt #lgbtq #loveislove #lgbtquarantaine #selfisolation","Sentiment(polarity=0.625, subjectivity=0.5)",0.5,0.625
2020-03-24 22:27:47,is there anyone in the world worse than Donald Trump to have in charge to fight #coronavirus apart perhaps from Tim Martin,"Sentiment(polarity=-0.4, subjectivity=0.6)",0.6,-0.4
2020-03-24 20:19:22,Is it just me who says now 'Jason says' to friends and family in reference to @jasonleitch? #Coronavirus,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 19:25:13,stay safe in these uncertain times and remember to eat heathy too #wildlifefrommywindow #NaturePhotography #coronavirus #BBCWildlifePOTD,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
2020-03-24 18:16:05,"This is for all the parents and kids stuck in #coronavirus #lockdown. I'm giving away free the books I wrote on Kindle. Underwater adventure, epic, mermaids/men, conservation. If you know anyone whose kids are bouncing off the walls, please share. https://www.amazon.com/Atlantis-Lost-Book-Poseidons-Children-ebook/dp/B07HC1GJLX/","Sentiment(polarity=0.25, subjectivity=0.6000000000000001)",0.6000000000000001,0.25
2020-03-24 17:41:47,Dad says I am his sanity during #coronavirus lockdown here in the UK We’re still enjoying our daily walks together but adhering to social distancing to keep us and everyone else safe! #CoronavirusLockdown #GermanShepherd,"Sentiment(polarity=0.2895833333333333, subjectivity=0.29166666666666663)",0.29166666666666663,0.2895833333333333
2020-03-24 16:56:46,"'11,788 people have answered the call to return to the NHS... and 5,500 final year medics and 18,700 final year student nurses will also move to the front line to help the NHS' says Matt Hancock. Follow live #coronavirus updates: http://trib.al/IWS6Q8A pic.twitter.com/CDiQBrP9tz","Sentiment(polarity=0.04545454545454545, subjectivity=0.8333333333333334)",0.8333333333333334,0.04545454545454545
2020-03-24 16:40:00,First Minister Nicola Sturgeon gives clarity on who can go to work during a ‘lockdown’. More http://bbc.in/2xYKJKq #Coronavirus ,"Sentiment(polarity=0.375, subjectivity=0.41666666666666663)",0.41666666666666663,0.375
2020-03-24 16:31:43,How five of the UK's top creatives are pushing through the #coronavirus pandemic: https://bit.ly/2UgoA2V,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
2020-03-24 15:48:09,#HS2 still out there destroying irreplaceable ecosystems #Coronavirus ,"Sentiment(polarity=-0.2, subjectivity=0.0)",0.0,-0.2
2020-03-24 15:48:06,"I just wanted to say hello to you all and hope you’re safe and well. Sending my love to you, Oscar. #CatsOnTwitter #coronavirus #CoronaLockdown #COVIDー19 #care #love #cats","Sentiment(polarity=0.5, subjectivity=0.5666666666666668)",0.5666666666666668,0.5
2020-03-24 15:47:03,All do this right now. Thats fucked up #coronavirus pic.twitter.com/tokHd1GWAz,"Sentiment(polarity=-0.15714285714285714, subjectivity=0.6178571428571429)",0.6178571428571429,-0.15714285714285714
2020-03-24 15:46:41,This is so important. We all have to keep safe. #StayAtHomeSaveLives #coronavirus #COVID19,"Sentiment(polarity=0.45, subjectivity=0.75)",0.75,0.45
2020-03-24 15:43:38,An Italian priest who contracted #coronavirus has died after donating his respirator to a younger patient who was also battling the illness ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 15:23:13,#BorisJohnson trying to get the message across regarding #SelfIsolation #COVID19 #COVIDー19 #UK #covid19UK #StayHomeSaveLives #stayhome #coronavirus #NHSThankYou,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 14:53:14,"The look that the remaining 0.1% of bacteria and I have, while coming to the agreement: ‘I’ll leave you alone if you leave me alone’ #coronavirus ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 14:52:58,#Coronavirus #lockdown #smallbusiness Tip2: Do videos or blog posts for people stuck at home who would normally buy your product or service. Are you a hairdresser? Share styling tips. Salon-owner? Chat about self-grooming. Health store? Share herbal remedies that boost immune.,"Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.6499999999999999,0.15
2020-03-24 14:42:29,Breaking: 21-day lockdown in India begins tonight! #Coronavirus,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 13:35:43,The Chancellor @RishiSunak has confirmed that work is continuing to ensure self-employed people are supported during disruption caused by #coronavirus. ,"Sentiment(polarity=0.4, subjectivity=1.0)",1.0,0.4
2020-03-24 12:13:09,Be kind to others by only buying what you need from supermarkets. #coronavirus ,"Sentiment(polarity=0.3, subjectivity=0.95)",0.95,0.3
2020-03-24 11:44:07,London Underground this morning. Really #coronavirus ,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
2020-03-24 21:35:20,"I'm still trying to navigate this, as we all are, but our job, as journalists, is to report what's happening. Tonight, we've done a piece for @BBCNewsnight about the self-employed people turning up at foodbanks after losing their livelihoods #coronavirus #Hastings","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 19:46:43,What did the world before #coronavirus look like? ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 19:30:25,The untold origin story of the N95 mask #COVID19 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 19:30:19,And people think #coronavirus wasn't a disaster waiting to happen! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 19:24:55,"14 months after starting C25K I finally did my first 5K. Must say, the good walkers & runners of #Otley are very considerate on the social distancing. I did it! F*** you #Coronavirus ","Sentiment(polarity=0.1986111111111111, subjectivity=0.39999999999999997)",0.39999999999999997,0.1986111111111111
2020-03-24 16:50:10,"""We're seeking 250,000 volunteers, people in good health, to help the NHS for shopping, delivery of medicines and to support those who are shielded for their own protection"" - Matt Hancock announces 'NHS volunteers'. More on #coronavirus: http://trib.al/IWS6Q8A pic.twitter.com/A0jmvmGNeZ","Sentiment(polarity=0.6, subjectivity=0.7000000000000001)",0.7000000000000001,0.6
2020-03-24 16:26:09,What is #Germany doing which the UK is not doing? #CoronavirusLockdown #COVIDIDIOTS #coronavirus #COVID19,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 15:02:03, THREAD 1. Some highly misleading comments have been made about our commitment to suspend rental evictions during this national emergency. There can be no evictions as a result of #Coronavirus for 3 months – as promised - and we’ve got the power to extend this if we need to.,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)",0.5399999999999999,0.16
2020-03-24 14:48:40,London right now...#COVIDー19 #coronavirus People should be more responsible!! Please #StayHomeSaveLives,"Sentiment(polarity=0.36607142857142855, subjectivity=0.5285714285714286)",0.5285714285714286,0.36607142857142855
2020-03-24 14:26:20,"Before I forget. One minor gripe. McDonalds in Camberwell is definitely closed, therefore all the greedy 'I'm lovin it' crowd seem to have been hoovering up the frozen chips in the supermarkets. Couldn't get any today. Gits. #Coronavirus @McDonalds @McDonaldsUK","Sentiment(polarity=-0.07500000000000001, subjectivity=0.15000000000000002)",0.15000000000000002,-0.07500000000000001
2020-03-24 13:09:51,"Due to #Coronavirus, our centres, hospitals and charity shops must close to the public until further notice. Animal welfare concerns? Call our national cruelty line: 0300 1234 999. Badly injured stray or wild animal? Call a local vet for advice. Thank you for your help! ","Sentiment(polarity=-0.1208333333333333, subjectivity=0.3347222222222222)",0.3347222222222222,-0.1208333333333333
2020-03-24 13:02:42, Download 'Beating the Virus' for FREE from our website. The story can support conversations about #coronavirus and what to do if you or someone you know is unwell: https://bit.ly/39eFdAt Pictures will be updated in colour as soon as we have them. Please share widely!,"Sentiment(polarity=0.1375, subjectivity=0.6000000000000001)",0.6000000000000001,0.1375
2020-03-24 12:52:36,A man has died after ingesting chloroquine phosphate - believing it would protect him from #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 12:40:18,"Due to an ongoing issue following the #coronavirus outbreak, the DBS Contact Centre will be closed temporarily from today, 24 March 2020, while we deep clean the space. We will be in constant review of the situation and aim to reopen the Contact Centre as soon as possible. ","Sentiment(polarity=0.020238095238095243, subjectivity=0.42976190476190473)",0.42976190476190473,0.020238095238095243
2020-03-24 11:38:04,BREAKING: Singapore has re-introduced locked down after reports of a second wave of #coronavirus. Get the latest #COVID19 news here: https://trib.al/Lg6F4oG,"Sentiment(polarity=0.11481481481481481, subjectivity=0.3962962962962963)",0.3962962962962963,0.11481481481481481
2020-03-24 11:24:00,RT if you think the @Conservatives should immediately distribute a universal basic income to every UK resident to ensure everyone has money to buy food and other essential items during the #coronavirus pandemic.,"Sentiment(polarity=-0.03125, subjectivity=0.2)",0.2,-0.03125
2020-03-24 11:05:46,"The #coronavirus may be scary, but as long as we avoid going outside &amp; listen to advice such as washing our hands, we can help to reduce the spread of the virus. Stay positive &amp; try not to stress. Watch a movie, listen to a podcast, read books &amp; chat to mates, (online/phone). ","Sentiment(polarity=-0.06454545454545454, subjectivity=0.49909090909090903)",0.49909090909090903,-0.06454545454545454
2020-03-24 11:03:40,"Working from home, day 1 #WorkFromHome #coronavirus ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 11:00:17,Last weekend our soldiers were preparing to support the emergency services during the current #Coronavirus outbreak. The vehicles you might see on the roads are delivering vital supplies to the #NHS where they are most needed. #alwaysready #CovidSupportForce #InThisTogether,"Sentiment(polarity=0.15, subjectivity=0.3416666666666667)",0.3416666666666667,0.15
2020-03-24 10:55:00,"A vital update on #coronavirus from @CMO_England: You MUST now: Only go out when absolutely necessary for food, medicine, work or exercise Always stay 2 metres apart Do NOT meet others outside your household, even friends and family","Sentiment(polarity=0.025, subjectivity=0.6124999999999999)",0.6124999999999999,0.025
2020-03-24 19:15:16,#Coronavirus: Turkey to take over medical face mask factories ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 19:11:19,#coronavirus update... 9th day of symptoms. No fever since day 5. Cough still deep in chest. Zero sense of smell/taste for 4th day. 60% energy. Thanks for well wishes. What’s struck home is that this is NOT a disease of the old. It’s a killer. Full stop. Keep doing whats right.,"Sentiment(polarity=0.18714285714285714, subjectivity=0.3771428571428571)",0.3771428571428571,0.18714285714285714
2020-03-24 17:07:40,V impressive that new Nightingale hospital set up so quickly with military to provide extra capacity to combat #coronavirus. But gives a sense of the scale of the coming challenge. Especially given the rise in deaths announced today.,"Sentiment(polarity=0.22828282828282823, subjectivity=0.5257575757575758)",0.5257575757575758,0.22828282828282823
2020-03-24 16:44:39,"NEW: Hancock announces new temporary hospital to be built at London's Excel exhibition centre. it will be called NHS Nightingale Hospital (presumable named after Florence). 2 wards, each of *2,000 people*. Will be set up with help of military and clinicians. #coronavirus","Sentiment(polarity=0.057575757575757565, subjectivity=0.33636363636363636)",0.33636363636363636,0.057575757575757565
2020-03-24 16:43:39,"Of all the weird shit to happen in 2020, Conor McGregor 'addressing' the nation like he has any authority to do so, is the fucking weirdest. #COVIDIDIOTS #COVID19ireland #CoronaIreland #COVID19 #coronavirus pic.twitter.com/fpd8DNeQ1Y","Sentiment(polarity=-0.4333333333333333, subjectivity=0.8666666666666667)",0.8666666666666667,-0.4333333333333333
2020-03-24 16:27:50,Self-isolate!! Self-isolate!! Self-isolate!! #StayHomeSaveLives #COVID19 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 16:17:45,"We’ve signed a letter asking for the suspension of prescription charges for all people with long-term health conditions, including asthma, in England to help slow the spread of #coronavirus. Now is a critical time for everyone to be taking the medication they need to stay well. ","Sentiment(polarity=-0.15000000000000002, subjectivity=0.6)",0.6,-0.15000000000000002
2020-03-24 15:34:19,We’ve updated our #coronavirus guidance today with the latest measures outlined on staying at home. Click here to read this update and also to get health advice for people with asthma: http://bit.ly/2PsD7pv,"Sentiment(polarity=0.5, subjectivity=0.9)",0.9,0.5
2020-03-24 15:14:12,#Chancellor Says #SelfEmployed May Have to Wait for Virus Help. #coronavirus #StayHomeSaveLives #HR,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 14:54:33,Will you join Christians across the world tomorrow to say the Lord's Prayer at 11am? Archbishop @JustinWelby is backing a call from @Pontifex for Christians to say the Lord’s Prayer as part of the response to the #coronavirus pandemic. Find out more at http://cofe.io/GlobalLordsPrayer.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
2020-03-24 13:10:28,I made a thing... #COVID19 #coronavirus #Memes,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 12:14:16,#Coronavirus update ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 11:33:54,When people are frightened and worried in these uncertain times they can forget to: BE KIND BE KIND BE KIND BE KIND BE KIND BE KIND BE KIND BE KIND BE KIND BE KIND BE KIND. That's it. That's the tweet. #BeKind #coronavirus #CoronavirusPandemic,"Sentiment(polarity=0.5999999999999999, subjectivity=0.9000000000000002)",0.9000000000000002,0.5999999999999999
2020-03-24 11:11:15,The government has hammered home its #coronavirus #lockdown message by texting the nation,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 11:09:44,Corrupt bastards #coronavirus #covid19 pic.twitter.com/mjIdJ9aCOL,"Sentiment(polarity=-0.5, subjectivity=1.0)",1.0,-0.5
2020-03-24 10:59:01,NOTICE: DDL COVID-19 Business update #COVID19 #DDL #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 10:45:32,Lie low to the wall; time will come good #coronavirus ,"Sentiment(polarity=0.35, subjectivity=0.45000000000000007)",0.45000000000000007,0.35
2020-03-24 10:30:22,"Make sure we can all take care of ourselves and our families during this difficult time – don’t panic buy, there’s enough for everyone. #Coronavirus ","Sentiment(polarity=0.0, subjectivity=0.7962962962962963)",0.7962962962962963,0.0
2020-03-24 10:26:27,"Wash your hands with clean, running water and apply soap. Lather your hands, including the backs, between your fingers, and under your nails and scrub for at least 20 seconds. Protect yourself and others from the spread of #Coronavirus! #NHS","Sentiment(polarity=-0.004166666666666652, subjectivity=0.55)",0.55,-0.004166666666666652
2020-03-24 10:09:39,Good to see there were more people doing #PEwithJoe this morning than there are globally currently diagnosed with #coronavirus ,"Sentiment(polarity=0.39999999999999997, subjectivity=0.5)",0.5,0.39999999999999997
2020-03-24 16:17:53,With this #coronavirus business there has never been a better time to give #trump a hug.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
2020-03-24 15:29:31,BREAKING #Coronavirus: Dance Floor legend Cascada tests positive for Covid-19 ,"Sentiment(polarity=0.22727272727272727, subjectivity=0.5454545454545454)",0.5454545454545454,0.22727272727272727
2020-03-24 15:24:02,When you cant go out so you pretend GTA is real life #coronavirus ,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",0.30000000000000004,0.2
2020-03-24 13:10:56,Stay at home. Protect the NHS. Save Lives. #coronavirus #coronavirusuk #Think,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 12:35:28,Go outside. Exercise. Help the #Coronavirus spread. #StayTheFuckHome pic.twitter.com/EcJIwzhsAq,"Sentiment(polarity=0.0, subjectivity=0.05)",0.05,0.0
2020-03-24 11:10:21,"To all those companies who are still putting profits above the health of their staff and customers, you will be remembered for a LONG time. This is not The Titanic and you are not the orchestra! #coronavirus #regus The only reasons you should leave home ","Sentiment(polarity=-0.020833333333333332, subjectivity=0.5)",0.5,-0.020833333333333332
2020-03-24 11:00:07,Our Chief Investment Officer Christopher Peel joined @CNBC to discuss his views on market volatility as a direct result of the #coronavirus pandemic: https://cnb.cx/2xkaJzO,"Sentiment(polarity=0.1, subjectivity=0.4)",0.4,0.1
2020-03-24 09:37:35,"Because of the choices the Conservatives made, we have all been left vulnerable. #Coronavirus #COVID19","Sentiment(polarity=-0.25, subjectivity=0.25)",0.25,-0.25
2020-03-24 09:32:05,#SHUTTHETUBE or #SHUTTHESITES #COVIDIDIOTS #Coronavid19 #CoronaCrisisuk #coronavirus Video from Bank station 24-03-2020 ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 09:01:06,"With the new rules set in place due to the #coronavirus in the UK, @duolingo has decided to taunt me! ","Sentiment(polarity=-0.009943181818181823, subjectivity=0.4147727272727273)",0.4147727272727273,-0.009943181818181823
2020-03-24 08:47:02,Our soldiers are supporting the emergency services during the current #Coronavirus outbreak. The vehicles you might start to see on the roads are delivering vital supplies to the #NHS where they are most needed. #alwaysready #CovidSupportForce #InThisTogether,"Sentiment(polarity=0.2125, subjectivity=0.3875)",0.3875,0.2125
2020-03-24 08:35:12,The labour ward midwives in St. John’s Hospital in Livingston have given birth to a new @LewisCapaldi cover explaining social distancing. #StaySafe #Coronavirus ,"Sentiment(polarity=0.08484848484848484, subjectivity=0.2606060606060606)",0.2606060606060606,0.08484848484848484
2020-03-24 08:03:44,"“Children under the age of 18 can see both parents” On #BBCBreakfast Cabinet Minister Michael Gove corrects earlier comments, confirming that children under 18 CAN move between separated parents during the #coronavirus restrictions More here: https://bbc.in/33N3YCD","Sentiment(polarity=0.25, subjectivity=0.5)",0.5,0.25
2020-03-24 07:41:14,#Walsall the single most important thing we can ALL do to delay the spread of #Coronavirus is #StayAtHome &amp; away from other people. Only go out for -food -health reasons -essential work Stay 2 metres (6ft) away from other people &amp; wash your hands as soon as you get home,"Sentiment(polarity=0.0826530612244898, subjectivity=0.5377551020408163)",0.5377551020408163,0.0826530612244898
2020-03-24 07:37:10,Meanwhile in another land not ravished by #Coronavirus kids drawings of animals are brought to life!!! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 07:10:51,Who's on them? Why are they flying? Wtf? #coronavirus #LockdownNow #COVIDIDIOTS,"Sentiment(polarity=-0.5, subjectivity=1.0)",1.0,-0.5
2020-03-23 23:35:51,"What #coronavirus symptoms look like, day by day ","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 22:39:53,Time to stop eating bats you filthy lot #china #coronavirus ,"Sentiment(polarity=-0.8, subjectivity=1.0)",1.0,-0.8
2020-03-24 12:48:33,"#CORONAVIRUS WORLDWIDE UPDATE, SEES SPIKE IN CASES AMID OUTBREAK FEARS#","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 12:15:12,"The single most important action we can all take, in fighting #coronavirus, is to stay at home in order to protect the NHS and save lives ","Sentiment(polarity=0.23214285714285715, subjectivity=0.4535714285714286)",0.4535714285714286,0.23214285714285715
2020-03-24 11:11:59,"#Coronavirus is causing lots of uncertainty and change. Some children may be especially vulnerable to this, such as those with Special Educational Needs &amp; Disabilities (#SEND). Our Educational Psychologists share their tips on supporting these children. ","Sentiment(polarity=0.017857142857142867, subjectivity=0.4702380952380952)",0.4702380952380952,0.017857142857142867
2020-03-24 11:07:18,lockdown time... :/ #coronavirus #COVIDー19 #StayAtHomeSaveLives,"Sentiment(polarity=-0.25, subjectivity=1.0)",1.0,-0.25
2020-03-24 09:17:28,"More updates to our #coronavirus guidance for professionals working in paediatrics and child health. We've added information on ibuprofen, PPE, safeguarding, and asthma. Members: hit ""Notify Me"" to stay updated. ","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
2020-03-24 09:10:05,"Biomedical and data scientists, join this virtual #Hackathon to explore ways to combat #coronavirus (from Mindstream AI @Paulmdowling ) Saturday 18 April, 9am – Sunday 19 April, 8pm BST","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-24 08:34:49,"#coronavirus It's been touted about that we should throw a couple of billionaires into a volcano to appease the virus. While I don't think this would work, it might make us all feel a lot better.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
2020-03-24 02:45:00,"Who could have predicted that monsters who let children lie wet and freezing on cold, concrete floors would be capable of killing off huge numbers of the general population? #DontLookAway #coronavirus","Sentiment(polarity=0.016666666666666694, subjectivity=0.5833333333333334)",0.5833333333333334,0.016666666666666694
2020-03-23 23:05:12,I just want to say thank you to everyone working so hard in our health service & public service to keep us safe & well. Thanks to everyone trying so hard. We are a great country with brilliant people & together we will prevail. Public Health Team will meet tomorrow #coronavirus,"Sentiment(polarity=0.22708333333333336, subjectivity=0.45833333333333337)",0.45833333333333337,0.22708333333333336
2020-03-23 22:17:19,If #coronavirus was a person. ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 22:09:08,"Never before has “Service Leadership” been so important. The PM has made the absolute right decision to enforce a lock down. Tonight wasn’t a time to thank schools and staff. It will come. “Do it for the cause, not the applause” #Coronavirus ","Sentiment(polarity=0.18253968253968256, subjectivity=0.6811507936507936)",0.6811507936507936,0.18253968253968256
2020-03-23 22:02:34,Nobody likes a grass @BorisJohnson but @curryspcworld CEO just emailed me... basically he is sticking two fingers up at you and their stores are staying open! #coronavirus,"Sentiment(polarity=0.0, subjectivity=0.5)",0.5,0.0
2020-03-23 22:00:33,"After this, let Made in China be a badge of shame. #coronavirus","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 21:54:43,#Coronavirus support network launched in #Hartlepool https://www.hartlepool.gov.uk/news/article/1860/coronavirus_-_support_network_launched_to_help_those_who_can_t_leave_home,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 21:30:18,"PLEASE STAY AT HOME - except for these limited reasons: -To shop for basic necessities -For one form of exercise a day -For medical/care needs, or to help a vulnerable person -To travel to and from work but only if it is a necessity. LIVES REALLY DO DEPEND ON IT. #coronavirus","Sentiment(polarity=-0.07428571428571427, subjectivity=0.39357142857142857)",0.39357142857142857,-0.07428571428571427
2020-03-23 21:15:35,Boris Johnson has grounded the UK until further notice. #UKlockdown #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.5)",0.5,0.0
2020-03-23 21:03:43,Boris Johnson's lockdown announcement #COVIDー19 #coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 20:55:51,PM @BorisJohnson gives an important update on #coronavirus #StayHomeSaveLives ,"Sentiment(polarity=0.4, subjectivity=1.0)",1.0,0.4
2020-03-23 20:49:26,Johnson announces lockdown as global script comes to Britain http://ow.ly/WvSD30qs6Gm #Coronavirus ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
2020-03-23 20:38:54,"""You must stay at home"" - Boris Johnson says you may only leave home for the following reasons: - Shopping for basic necessities - One form of exercise a day - Medical need - Travelling to and from work Read the #coronavirus measures in more detail: https://trib.al/m1eoSD3","Sentiment(polarity=0.1, subjectivity=0.34500000000000003)",0.34500000000000003,0.1
2020-03-23 20:32:47,"BREAK: @BorisJohnson announces limits on people leaving their homes. Only 4 reasons you should do so: -Shopping for basic necessities -One form of exercise a day -medical need, to provide care or to help a vulnerable person -Travelling to and from work #coronavirus #COVID19","Sentiment(polarity=-0.125, subjectivity=0.40625)",0.40625,-0.125
